VU_RA_lieferung.lieferung;VU_RA_Lieferung.PositionsNr;V_Belegpos.BelegNummer;VU_RA_Lieferung.Abladestelle;VU_RA_Lieferung.bestaetigte_Menge;VU_RA_Lieferung.EintreffDatum;VU_RA_Lieferung.Lieferadresse;VU_RA_Lieferung.LieferscheinDatum;VU_RA_Lieferung.LieferscheinNr;VU_RA_Lieferung.LieferscheinPos;VU_RA_Lieferung.Lieferstatus;VU_RA_Lieferung.Menge
0;1;0;;0;?;?;?;?;1;;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Lieferung;Delivery Number;VU_RA_lieferung.lieferung;INTEGER;zzzzz9;
2;Position;Line;VU_RA_Lieferung.PositionsNr;DECIMAL;zz9.9;
3;Belegnummer;Document Number;V_Belegpos.BelegNummer;INTEGER;zzzzzzz9;
4;Abladestelle;Unloading Point;VU_RA_Lieferung.Abladestelle;CHARACTER;x(17);
5;bestätigte Menge;Confirmed Quantity;VU_RA_Lieferung.bestaetigte_Menge;DECIMAL;-zzz,zzz,zz9.999;
6;Eintreffdatum;Arrival Date;VU_RA_Lieferung.EintreffDatum;DATE;99.99.9999;
7;Lieferadresse;Ship-To Address;VU_RA_Lieferung.Lieferadresse;INTEGER;zz9;
8;LS-Datum;Shipping Document Date;VU_RA_Lieferung.LieferscheinDatum;DATE;99.99.9999;
9;LieferscheinNr;Shipping Document Number;VU_RA_Lieferung.LieferscheinNr;INTEGER;zzzzzzzz;
10;LS Position;Shipping Document Line;VU_RA_Lieferung.LieferscheinPos;DECIMAL;zz9.9;
11;Lieferstatus;Delivery Status;VU_RA_Lieferung.Lieferstatus;CHARACTER;x(2);
12;Menge;Quantity;VU_RA_Lieferung.Menge;DECIMAL;zzz,zzz,zz9.999;
