V_BelegPos.BelegNummer;V_BelegPos.PositionsNr;V_BelegPos.Artikel;V_BelegPos.ArtVar;V_BelegPos.Bezeichnung1;V_BelegPos.Bezeichnung2;V_BelegPos.Bezeichnung3;V_BelegPos.Bezeichnung4;V_BelegPos.Menge;V_BELEGPOS.mengeneinheit;V_BELEGPOS.LagerOrt;V_BELEGPOS.LieferBedingung;V_BELEGPOS.Gewicht;V_BELEGPOS.GewichtVerp;V_BelegPos.Mindestmenge;V_BelegPos.Transportzeit;V_BelegPos.Zeiteinheit;V_BelegPos.einzelpreis;V_BelegPos.wert_rz_1;V_BelegPos.wert_rz_2;V_BelegPos.wert_rz_art_1;V_BelegPos.wert_rz_art_2;V_BelegPos.proz_rz_1;V_BelegPos.proz_rz_2;V_BelegPos.proz_rz_3;V_BelegPos.proz_rz_art_1;V_BelegPos.proz_rz_art_2;V_BelegPos.proz_rz_art_3;V_BelegPos.Ursprungszeugnis;V_BelegPos.F_IgnoreITS;V_BelegPos.F_Regime;V_BelegPos.H_BackToStock;V_BelegPos.H_Cancelled;V_BelegPos.H_CancelledLine;V_BelegPos.H_Corrected;V_BelegPos.H_CorrectedLine;V_BelegPos.H_EKAER_TransType;V_BelegPos.P_Korrigiert;V_BelegPos.P_KorrigiertePos;V_BelegPos.P_LagerZurucklegen;V_BelegPos.P_Storniert;V_BelegPos.P_StorniertePos;V_BelegPos.USTax_Override;V_BelegPos.USTax_TaxableAmount5;V_BelegPos.USTax_TaxableAmount6;V_BelegPos.USTax_TaxableAmount1;V_BelegPos.USTax_TaxableAmount2;V_BelegPos.USTax_TaxableAmount3;V_BelegPos.USTax_TaxableAmount4;V_BelegPos.USTax_TaxAmount5;V_BelegPos.USTax_TaxAmount6;V_BelegPos.USTax_TaxAmount1;V_BelegPos.USTax_TaxAmount2;V_BelegPos.USTax_TaxAmount3;V_BelegPos.USTax_TaxAmount4;V_BelegPos.USTax_TaxBase;V_BelegPos.USTax_TaxFree;V_BelegPos.USTax_TaxRate5;V_BelegPos.USTax_TaxRate6;V_BelegPos.USTax_TaxRate1;V_BelegPos.USTax_TaxRate2;V_BelegPos.USTax_TaxRate3;V_BelegPos.USTax_TaxRate4;V_Belegpos.uCI_KommZeit;V_Belegpos.uCI_KommZeiteinheit;V_BelegPos.uCE_MRPRelevant;V_BelegPos.uCA_Bezug
0;1;;;;;;;0;0;?;0;0;0;0;0;4;0;0;0;;;0;0;0;;;;no;no;0;yes;no;0;no;0;S;no;0;yes;no;0;?;0;0;0;0;0;0;0;0;0;0;0;0;0;?;0;0;0;0;0;0;0;4;no;DlvDt
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
27;% Rab-/ZuArt 2;Type of Percentage Discount/Surcharge 2;V_BelegPos.proz_rz_art_2;CHARACTER;x(3);
28;% Rab-/ZuArt 3;Type of Percentage Discount/Surcharge 3;V_BelegPos.proz_rz_art_3;CHARACTER;x(3);
29;Präferenz;Preference;V_BelegPos.Ursprungszeugnis;LOGICAL;ja/nein;
30;Pos ignorieren;Ignore in Intra-EU Trade Statistics;V_BelegPos.F_IgnoreITS;LOGICAL;ja  /nein;
31;Regime;Regime;V_BelegPos.F_Regime;INTEGER;99;
32;Lagerbewegung;Movement;V_BelegPos.H_BackToStock;LOGICAL;ja  /nein;
33;Storniert;Canceled;V_BelegPos.H_Cancelled;LOGICAL;ja  /nein;
34;Stornierte Pos;Canceled Line;V_BelegPos.H_CancelledLine;DECIMAL;>>9.9;
35;Korrigiert;Corrected;V_BelegPos.H_Corrected;LOGICAL;ja  /nein;
36;Korrigierte Pos;Corrected Line;V_BelegPos.H_CorrectedLine;DECIMAL;>>9.9;
37;EKAER-Transporttyp;EKÁER Type of Transport;V_BelegPos.H_EKAER_TransType;CHARACTER;x(1);
38;Korrigiert;Corrected;V_BelegPos.P_Korrigiert;LOGICAL;ja  /nein;
39;Korrigierte Pos;Corrected Line;V_BelegPos.P_KorrigiertePos;DECIMAL;>>9.9;
40;Lagerbewegung;Movement;V_BelegPos.P_LagerZurucklegen;LOGICAL;ja  /nein;
41;Storniert;Canceled;V_BelegPos.P_Storniert;LOGICAL;ja  /nein;
42;Stornierte Pos;Canceled Line;V_BelegPos.P_StorniertePos;DECIMAL;>>9.9;
43;abw Besteuerung;Different Taxation;V_BelegPos.USTax_Override;LOGICAL;ja/nein;
44;steuerpfl Betrag1;Taxable Amount1;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
45;steuerpfl Betrag2;Taxable Amount2;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
46;steuerpfl Betrag3;Taxable Amount3;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
47;steuerpfl Betrag4;Taxable Amount4;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
48;steuerpfl Betrag5;Taxable Amount5;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
49;steuerpfl Betrag6;Taxable Amount6;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
50;Steuerbetrag1;Tax Amount1;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
51;Steuerbetrag2;Tax Amount2;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
52;Steuerbetrag3;Tax Amount3;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
53;Steuerbetrag4;Tax Amount4;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
54;Steuerbetrag5;Tax Amount5;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
55;Steuerbetrag6;Tax Amount6;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
56;Steuerbasis;Tax Basis;V_BelegPos.USTax_TaxBase;DECIMAL;zzz,zzz,zz9.99-;
57;steuerfrei;Tax-Free;V_BelegPos.USTax_TaxFree;LOGICAL;ja/nein;
58;Steuersatz1;Tax Rate1;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
59;Steuersatz2;Tax Rate2;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
60;Steuersatz3;Tax Rate3;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
61;Steuersatz4;Tax Rate4;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
62;Steuersatz5;Tax Rate5;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
63;Steuersatz6;Tax Rate6;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
64;Kommissionierzeit;Staging Time;V_Belegpos.uCI_KommZeit;INTEGER;zzzzz9;
65;ZE KommZeit;Time Unit for Staging Time;V_Belegpos.uCI_KommZeiteinheit;CHARACTER;9;
66;Dispofreigabe;For MRP;V_BelegPos.uCE_MRPRelevant;LOGICAL;ja/nein;
67;Bezugsdatum;Reference Date;V_BelegPos.uCA_Bezug;CHARACTER;x(8);
