SBM_IncDriver.SBM_IncDriverGroup_ID;SBM_IncDriver.SBM_IncDriver_ID;DBM_ShortDescription.ShortDesc1;SBM_IncDriver.Suchbegriff;SBM_IncDriver.Selektion;SBM_IncDriver.SBM_IncDriver_Type;SBM_IncDriver.StartTermin;SBM_IncDriver.EndTermin;SBM_IncDriver.Direkt_Bebuchbar;SBM_IncDriver.Verantwortlicher
0;;;;;B;01/01/0001;12/31/9999;yes;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;ETrGruppe;Income Object Group;SBM_IncDriver.SBM_IncDriverGroup_ID;INTEGER;9;
2;Ergebnisträger;Income Objects;SBM_IncDriver.SBM_IncDriver_ID;CHARACTER;x(20);
3;Bezeichnung;Description 1;DBM_ShortDescription.ShortDesc1;CHARACTER;x(80);
4;Suchbegriff;Search Term;SBM_IncDriver.Suchbegriff;CHARACTER;x(12);
5;Selektion;Selection;SBM_IncDriver.Selektion;CHARACTER;x(20);
6;ETrArt;Income Object Category;SBM_IncDriver.SBM_IncDriver_Type;CHARACTER;!;
7;gültig ab;Start Date;SBM_IncDriver.StartTermin;DATE;99.99.9999;
8;gültig bis;End Date;SBM_IncDriver.EndTermin;DATE;99.99.9999;
9;direkt bebuchbar;Directly Postable;SBM_IncDriver.Direkt_Bebuchbar;LOGICAL;ja/nein;
10;Verantwortlich;Person Responsible;SBM_IncDriver.Verantwortlicher;CHARACTER;x(12);
