LC1,LU1,CLC2,CLC1,Representativeness,
A13,U415,99,99,1,
A21,U111,11,1,1,
A21,U120,12,1,1,
A21,U130,12,1,1,
A21,U140,12,1,1,
A21,U150,12,1,1,
A21,U210,12,1,1,
A21,U221,12,1,1,
A21,U222,12,1,1,
A21,U223,12,1,1,
A21,U224,12,1,1,
A21,U225,12,1,1,
A21,U226,12,1,1,
A21,U227,12,1,1,
A21,U228,12,1,1,
A21,U311,11,1,1,
A21,U312,11,1,1,
A21,U313,11,1,1,
A21,U314,11,1,1,
A21,U315,11,1,1,
A21,U316,12,1,1,
A21,U317,12,1,1,
A21,U318,12,1,1,
A21,U319,12,1,1,
A21,U321,12,1,1,
A21,U322,12,1,1,
A21,U330,11,1,1,
A21,U340,12,1,1,
A21,U341,12,1,1,
A21,U342,12,1,1,
A21,U350,12,1,1,
A21,U361,14,1,1,
A21,U362,14,1,1,
A21,U363,14,1,1,
A21,U364,11,1,1,
A21,U370,11,1,1,
A21,U400,99,99,1,
A21,U410,99,99,1,
A21,U411,12,1,1,
A21,U412,12,1,1,
A21,U413,11,1,1,
A21,U414,11,1,1,
A21,U415,99,99,1,
A22,U111,12,1,1,
A22,U120,12,1,1,
A22,U130,12,1,1,
A22,U140,12,1,1,
A22,U150,12,1,1,
A22,U210,12,1,1,
A22,U221,12,1,1,
A22,U222,12,1,1,
A22,U223,12,1,1,
A22,U224,12,1,1,
A22,U225,12,1,1,
A22,U226,12,1,1,
A22,U227,12,1,1,
A22,U311,12,1,1,
A22,U312,12,1,1,
A22,U313,12,1,1,
A22,U314,12,1,1,
A22,U315,12,1,1,
A22,U317,12,1,1,
A22,U318,12,1,1,
A22,U319,12,1,1,
A22,U321,12,1,1,
A22,U322,12,1,1,
A22,U330,12,1,1,
A22,U340,12,1,1,
A22,U341,12,1,1,
A22,U342,12,1,1,
A22,U350,12,1,1,
A22,U361,12,1,1,
A22,U362,12,1,1,
A22,U363,12,1,1,
A22,U364,12,1,1,
A22,U370,12,1,1,
A22,U400,12,1,1,
A22,U410,12,1,1,
A22,U411,12,1,1,
A22,U412,12,1,1,
A22,U413,12,1,1,
A22,U415,12,1,1,
A30,U111,99,99,1,
A30,U120,99,99,1,
A30,U140,99,99,1,
A30,U210,12,1,1,
A30,U221,99,99,1,
A30,U223,99,99,1,
A30,U225,99,99,1,
A30,U226,99,99,1,
A30,U227,99,99,1,
A30,U311,12,1,1,
A30,U312,12,1,1,
A30,U313,99,99,1,
A30,U315,99,99,1,
A30,U316,99,99,1,
A30,U317,99,99,1,
A30,U318,99,99,1,
A30,U319,99,99,1,
A30,U321,99,99,1,
A30,U322,13,1,1,
A30,U330,99,99,1,
A30,U341,99,99,1,
A30,U350,99,99,1,
A30,U361,99,99,1,
A30,U362,99,99,1,
A30,U370,11,1,1,
A30,U410,13,1,1,
A30,U411,99,99,1,
A30,U413,99,99,1,
A30,U415,99,99,1,
A30,U420,99,99,1,
B11,U111,21,2,1,
B11,U112,99,99,1,
B11,U113,21,2,1,
B11,U150,99,99,1,
B11,U210,21,2,1,
B11,U350,99,99,1,
B11,U410,99,99,1,
B12,U111,21,2,1,
B12,U112,99,99,1,
B12,U113,21,2,1,
B12,U364,99,99,1,
B13,U111,21,2,1,
B13,U112,99,99,1,
B13,U113,21,2,1,
B13,U150,99,99,1,
B13,U350,99,99,1,
B13,U361,99,99,1,
B13,U364,99,99,1,
B14,U111,21,2,1,
B14,U112,99,99,1,
B15,U111,21,2,1,
B15,U112,99,99,1,
B15,U113,21,2,1,
B15,U350,99,99,1,
B15,U364,99,99,1,
B15,U410,99,99,1,
B16,U111,21,2,1,
B16,U112,99,99,1,
B16,U113,21,2,1,
B16,U150,99,99,1,
B16,U410,99,99,1,
B17,U111,21,2,1,
B17,U112,99,99,1,
B18,U111,21,2,1,
B18,U112,99,99,1,
B18,U113,21,2,1,
B19,U111,21,2,1,
B19,U112,99,99,1,
B19,U210,21,2,1,
B21,U111,21,2,1,
B21,U112,99,99,1,
B21,U113,21,2,1,
B21,U120,99,99,1,
B21,U312,99,99,1,
B21,U361,99,99,1,
B22,U111,21,2,1,
B22,U112,99,99,1,
B22,U113,21,2,1,
B23,U111,21,2,1,
B23,U112,99,99,1,
B23,U113,21,2,1,
B31,U111,21,2,1,
B31,U112,99,99,1,
B31,U113,21,2,1,
B32,U111,21,2,1,
B32,U112,99,99,1,
B32,U113,21,2,1,
B32,U150,99,99,1,
B32,U361,99,99,1,
B33,U111,21,2,1,
B33,U112,99,99,1,
B33,U113,21,2,1,
B34,U111,21,2,1,
B34,U113,99,99,1,
B35,U111,21,2,1,
B35,U112,99,99,1,
B35,U113,21,2,1,
B36,U111,21,2,1,
B37,U111,21,2,1,
B37,U112,99,99,1,
B37,U113,21,2,1,
B37,U210,21,2,1,
B37,U361,99,99,1,
B41,U111,21,2,1,
B41,U112,99,99,1,
B41,U113,21,2,1,
B42,U111,21,2,1,
B42,U112,99,99,1,
B42,U113,21,2,1,
B42,U361,99,99,1,
B43,U111,21,2,1,
B43,U112,99,99,1,
B43,U113,21,2,1,
B43,U361,99,99,1,
B44,U111,21,2,1,
B44,U113,21,2,1,
B44,U312,99,99,1,
B44,U340,99,99,1,
B44,U341,99,99,1,
B44,U342,99,99,1,
B44,U350,99,99,1,
B44,U361,99,99,1,
B44,U363,99,99,1,
B44,U370,99,99,1,
B44,U410,99,99,1,
B45,U111,21,2,1,
B45,U112,99,99,1,
B45,U113,21,2,1,
B51,U111,21,2,1,
B51,U112,99,99,1,
B51,U113,21,2,1,
B51,U361,99,99,1,
B52,U111,21,2,1,
B52,U112,99,99,1,
B52,U113,21,2,1,
B52,U364,21,2,1,
B52,U410,99,99,1,
B53,U111,21,2,1,
B53,U112,99,99,1,
B53,U113,21,2,1,
B54,U111,21,2,1,
B54,U112,99,99,1,
B54,U113,21,2,1,
B54,U150,99,99,1,
B54,U415,99,99,1,
B55,U111,21,2,1,
B55,U112,99,99,1,
B55,U113,21,2,1,
B55,U150,99,99,1,
B55,U350,99,99,1,
B55,U361,99,99,1,
B55,U415,99,99,1,
B71,U111,22,2,1,
B71,U112,99,99,1,
B71,U113,22,2,1,
B71,U120,99,99,1,
B71,U350,99,99,1,
B71,U361,99,99,1,
B71,U363,99,99,1,
B71,U364,99,99,1,
B71,U370,99,99,1,
B71,U400,99,99,1,
B71,U410,99,99,1,
B71,U415,99,99,1,
B72,U111,22,2,1,
B72,U112,99,99,1,
B72,U113,22,2,1,
B72,U410,99,99,1,
B72,U415,99,99,1,
B73,U111,22,2,1,
B73,U112,99,99,1,
B73,U113,22,2,1,
B73,U120,99,99,1,
B73,U350,99,99,1,
B73,U361,99,99,1,
B73,U363,99,99,1,
B73,U400,99,99,1,
B73,U410,99,99,1,
B73,U414,99,99,1,
B73,U415,99,99,1,
B74,U111,22,2,1,
B74,U112,99,99,1,
B74,U113,22,2,1,
B74,U120,99,99,1,
B74,U150,99,99,1,
B74,U350,99,99,1,
B74,U361,99,99,1,
B74,U400,99,99,1,
B74,U410,99,99,1,
B74,U415,99,99,1,
B75,U111,22,2,1,
B75,U112,99,99,1,
B75,U113,22,2,1,
B75,U350,99,99,1,
B75,U361,99,99,1,
B75,U370,99,99,1,
B75,U400,99,99,1,
B75,U410,99,99,1,
B75,U415,99,99,1,
B76,U111,22,2,1,
B76,U112,99,99,1,
B76,U113,22,2,1,
B76,U400,99,99,1,
B76,U410,99,99,1,
B76,U415,99,99,1,
B77,U111,22,2,1,
B77,U112,99,99,1,
B77,U113,22,2,1,
B77,U350,99,99,1,
B77,U400,99,99,1,
B77,U410,99,99,1,
B77,U415,99,99,1,
B81,U111,22,2,1,
B81,U112,99,99,1,
B81,U113,22,2,1,
B81,U150,99,99,1,
B81,U350,99,99,1,
B81,U361,99,99,1,
B81,U400,99,99,1,
B81,U410,99,99,1,
B81,U415,99,99,1,
B81,U420,99,99,1,
B82,U111,22,2,1,
B82,U112,99,99,1,
B82,U113,22,2,1,
B82,U120,99,99,1,
B82,U150,99,99,1,
B82,U312,99,99,1,
B82,U361,99,99,1,
B82,U400,99,99,1,
B82,U410,99,99,1,
B82,U415,99,99,1,
B82,U420,99,99,1,
B83,U111,22,2,1,
B83,U113,22,2,1,
B83,U120,99,99,1,
B83,U150,99,99,1,
B83,U350,99,99,1,
B83,U361,99,99,1,
B83,U415,99,99,1,
B84,U111,22,2,1,
B84,U112,22,2,1,
B84,U210,22,2,1,
B84,U361,99,99,1,
B84,U400,99,99,1,
B84,U410,99,99,1,
B84,U415,99,99,1,
BX1,8,990,90, 1,
BX1,U111,99,99,1,
BX1,U112,99,99,1,
BX1,U113,99,99,1,
BX1,U120,99,99,1,
BX1,U350,99,99,1,
BX1,U410,99,99,1,
BX1,U415,99,99,1,
BX2,U111,99,99,1,
BX2,U112,99,99,1,
BX2,U113,99,99,1,
BX2,U350,99,99,1,
BX2,U410,99,99,1,
BX2,U415,99,99,1,
C10,U111,31,3,1,
C10,U112,31,3,1,
C10,U120,31,3,1,
C10,U130,31,3,1,
C10,U140,31,3,1,
C10,U150,31,3,1,
C10,U210,31,3,1,
C10,U221,31,3,1,
C10,U223,31,3,1,
C10,U224,31,3,1,
C10,U225,31,3,1,
C10,U226,31,3,1,
C10,U227,31,3,1,
C10,U311,31,3,1,
C10,U312,31,3,1,
C10,U313,31,3,1,
C10,U314,31,3,1,
C10,U316,31,3,1,
C10,U317,31,3,1,
C10,U318,31,3,1,
C10,U319,31,3,1,
C10,U321,31,3,1,
C10,U322,31,3,1,
C10,U330,31,3,1,
C10,U340,31,3,1,
C10,U341,31,3,1,
C10,U342,31,3,1,
C10,U350,31,3,1,
C10,U361,31,3,1,
C10,U362,31,3,1,
C10,U363,31,3,1,
C10,U364,31,3,1,
C10,U370,31,3,1,
C10,U400,31,3,1,
C10,U410,31,3,1,
C10,U411,31,3,1,
C10,U412,31,3,1,
C10,U413,31,3,1,
C10,U414,31,3,1,
C10,U415,31,3,1,
C10,U420,31,3,1,
C11,U111,31,3,1,
C11,U113,31,3,1,
C11,U120,31,3,1,
C11,U130,31,3,1,
C11,U140,31,3,1,
C11,U210,31,3,1,
C11,U226,31,3,1,
C11,U227,31,3,1,
C11,U311,31,3,1,
C11,U312,31,3,1,
C11,U318,31,3,1,
C11,U321,31,3,1,
C11,U340,31,3,1,
C11,U350,31,3,1,
C11,U361,31,3,1,
C11,U362,31,3,1,
C11,U363,31,3,1,
C11,U370,31,3,1,
C11,U400,31,3,1,
C11,U500,31,3,1,
C12,U111,31,3,1,
C12,U113,31,3,1,
C12,U120,31,3,1,
C12,U210,31,3,1,
C12,U225,31,3,1,
C12,U227,31,3,1,
C12,U312,31,3,1,
C12,U314,31,3,1,
C12,U322,31,3,1,
C12,U340,31,3,1,
C12,U350,31,3,1,
C12,U361,31,3,1,
C12,U362,31,3,1,
C12,U363,31,3,1,
C12,U370,31,3,1,
C12,U400,31,3,1,
C12,U500,31,3,1,
C13,U111,31,3,1,
C13,U113,31,3,1,
C13,U120,31,3,1,
C13,U130,31,3,1,
C13,U140,31,3,1,
C13,U225,31,3,1,
C13,U312,31,3,1,
C13,U316,31,3,1,
C13,U322,31,3,1,
C13,U340,31,3,1,
C13,U350,31,3,1,
C13,U361,31,3,1,
C13,U362,31,3,1,
C13,U363,31,3,1,
C13,U370,31,3,1,
C13,U400,31,3,1,
C13,U500,31,3,1,
C20,U111,31,3,1,
C20,U120,31,3,1,
C20,U130,31,3,1,
C20,U140,31,3,1,
C20,U150,31,3,1,
C20,U210,31,3,1,
C20,U226,31,3,1,
C20,U227,31,3,1,
C20,U312,31,3,1,
C20,U314,31,3,1,
C20,U317,31,3,1,
C20,U318,31,3,1,
C20,U321,31,3,1,
C20,U322,31,3,1,
C20,U340,31,3,1,
C20,U350,31,3,1,
C20,U361,31,3,1,
C20,U362,31,3,1,
C20,U363,31,3,1,
C20,U364,31,3,1,
C20,U370,31,3,1,
C20,U400,31,3,1,
C21,U111,31,3,1,
C21,U112,31,3,1,
C21,U113,31,3,1,
C21,U120,31,3,1,
C21,U130,31,3,1,
C21,U140,31,3,1,
C21,U150,31,3,1,
C21,U210,31,3,1,
C21,U224,31,3,1,
C21,U226,31,3,1,
C21,U311,31,3,1,
C21,U312,31,3,1,
C21,U313,31,3,1,
C21,U316,31,3,1,
C21,U317,31,3,1,
C21,U318,31,3,1,
C21,U319,31,3,1,
C21,U321,31,3,1,
C21,U322,31,3,1,
C21,U340,31,3,1,
C21,U341,31,3,1,
C21,U350,31,3,1,
C21,U361,31,3,1,
C21,U362,31,3,1,
C21,U363,31,3,1,
C21,U370,31,3,1,
C21,U400,31,3,1,
C21,U410,31,3,1,
C21,U414,31,3,1,
C21,U415,31,3,1,
C21,U420,31,3,1,
C21,U500,31,3,1,
C22,U111,31,3,1,
C22,U120,31,3,1,
C22,U130,31,3,1,
C22,U140,31,3,1,
C22,U150,31,3,1,
C22,U210,31,3,1,
C22,U221,31,3,1,
C22,U224,31,3,1,
C22,U225,31,3,1,
C22,U311,31,3,1,
C22,U312,31,3,1,
C22,U314,31,3,1,
C22,U317,31,3,1,
C22,U318,31,3,1,
C22,U319,31,3,1,
C22,U321,31,3,1,
C22,U322,31,3,1,
C22,U340,31,3,1,
C22,U341,31,3,1,
C22,U342,31,3,1,
C22,U350,31,3,1,
C22,U361,31,3,1,
C22,U362,31,3,1,
C22,U363,31,3,1,
C22,U370,31,3,1,
C22,U400,31,3,1,
C22,U410,31,3,1,
C22,U411,31,3,1,
C22,U412,31,3,1,
C22,U413,31,3,1,
C22,U414,31,3,1,
C22,U415,31,3,1,
C22,U420,31,3,1,
C22,U500,31,3,1,
C23,U111,31,3,1,
C23,U112,31,3,1,
C23,U120,31,3,1,
C23,U130,31,3,1,
C23,U140,31,3,1,
C23,U210,31,3,1,
C23,U312,31,3,1,
C23,U316,31,3,1,
C23,U318,31,3,1,
C23,U350,31,3,1,
C23,U361,31,3,1,
C23,U362,31,3,1,
C23,U363,31,3,1,
C23,U370,31,3,1,
C23,U400,31,3,1,
C23,U410,31,3,1,
C23,U414,31,3,1,
C23,U415,31,3,1,
C23,U420,31,3,1,
C23,U500,31,3,1,
C30,U111,31,3,1,
C30,U120,31,3,1,
C30,U130,31,3,1,
C30,U140,31,3,1,
C30,U150,31,3,1,
C30,U210,31,3,1,
C30,U221,31,3,1,
C30,U223,31,3,1,
C30,U311,31,3,1,
C30,U312,31,3,1,
C30,U313,31,3,1,
C30,U318,31,3,1,
C30,U321,31,3,1,
C30,U322,31,3,1,
C30,U340,31,3,1,
C30,U350,31,3,1,
C30,U361,31,3,1,
C30,U362,31,3,1,
C30,U363,31,3,1,
C30,U364,31,3,1,
C30,U370,31,3,1,
C30,U400,31,3,1,
C31,U111,31,3,1,
C31,U120,31,3,1,
C31,U130,31,3,1,
C31,U140,31,3,1,
C31,U150,31,3,1,
C31,U210,31,3,1,
C31,U227,31,3,1,
C31,U311,31,3,1,
C31,U312,31,3,1,
C31,U316,31,3,1,
C31,U318,31,3,1,
C31,U319,31,3,1,
C31,U321,31,3,1,
C31,U341,31,3,1,
C31,U350,31,3,1,
C31,U361,31,3,1,
C31,U362,31,3,1,
C31,U363,31,3,1,
C31,U370,31,3,1,
C31,U410,31,3,1,
C31,U411,31,3,1,
C31,U420,31,3,1,
C32,U111,31,3,1,
C32,U120,31,3,1,
C32,U130,31,3,1,
C32,U140,31,3,1,
C32,U150,31,3,1,
C32,U210,31,3,1,
C32,U223,31,3,1,
C32,U224,31,3,1,
C32,U311,31,3,1,
C32,U312,31,3,1,
C32,U314,31,3,1,
C32,U317,31,3,1,
C32,U318,31,3,1,
C32,U319,31,3,1,
C32,U321,31,3,1,
C32,U322,31,3,1,
C32,U340,31,3,1,
C32,U341,31,3,1,
C32,U342,31,3,1,
C32,U350,31,3,1,
C32,U361,31,3,1,
C32,U362,31,3,1,
C32,U363,31,3,1,
C32,U370,31,3,1,
C32,U410,31,3,1,
C32,U411,31,3,1,
C32,U414,31,3,1,
C32,U415,31,3,1,
C32,U420,31,3,1,
C33,U111,31,3,1,
C33,U120,31,3,1,
C33,U130,31,3,1,
C33,U140,31,3,1,
C33,U210,31,3,1,
C33,U225,31,3,1,
C33,U311,31,3,1,
C33,U312,31,3,1,
C33,U313,31,3,1,
C33,U314,31,3,1,
C33,U317,31,3,1,
C33,U318,31,3,1,
C33,U321,31,3,1,
C33,U340,31,3,1,
C33,U341,31,3,1,
C33,U350,31,3,1,
C33,U361,31,3,1,
C33,U362,31,3,1,
C33,U363,31,3,1,
C33,U370,31,3,1,
C33,U410,31,3,1,
C33,U411,31,3,1,
C33,U413,31,3,1,
C33,U414,31,3,1,
C33,U415,31,3,1,
C33,U420,31,3,1,
D01,U111,32,3,1,
D01,U112,32,3,1,
D01,U120,32,3,1,
D01,U140,32,3,1,
D01,U210,32,3,1,
D01,U224,32,3,1,
D01,U225,32,3,1,
D01,U311,32,3,1,
D01,U312,32,3,1,
D01,U317,32,3,1,
D01,U318,32,3,1,
D01,U321,32,3,1,
D01,U340,32,3,1,
D01,U350,32,3,1,
D01,U361,32,3,1,
D01,U362,32,3,1,
D01,U363,32,3,1,
D01,U370,14,1,1,
D01,U400,32,3,1,
D01,U500,99,99,1,
D02,U111,32,3,1,
D02,U112,32,3,1,
D02,U120,32,3,1,
D02,U140,32,3,1,
D02,U210,32,3,1,
D02,U311,32,3,1,
D02,U312,32,3,1,
D02,U313,32,3,1,
D02,U314,32,3,1,
D02,U317,32,3,1,
D02,U318,32,3,1,
D02,U322,32,3,1,
D02,U340,32,3,1,
D02,U350,32,3,1,
D02,U361,32,3,1,
D02,U362,32,3,1,
D02,U370,14,1,1,
D02,U400,32,3,1,
D02,U500,99,99,1,
D10,U111,32,3,1,
D10,U112,32,3,1,
D10,U120,32,3,1,
D10,U130,32,3,1,
D10,U140,32,3,1,
D10,U150,32,3,1,
D10,U210,32,3,1,
D10,U223,32,3,1,
D10,U224,32,3,1,
D10,U225,32,3,1,
D10,U226,32,3,1,
D10,U227,32,3,1,
D10,U311,32,3,1,
D10,U312,32,3,1,
D10,U313,32,3,1,
D10,U314,32,3,1,
D10,U315,32,3,1,
D10,U316,32,3,1,
D10,U317,32,3,1,
D10,U318,32,3,1,
D10,U319,32,3,1,
D10,U321,32,3,1,
D10,U322,32,3,1,
D10,U330,32,3,1,
D10,U340,32,3,1,
D10,U341,32,3,1,
D10,U342,32,3,1,
D10,U350,32,3,1,
D10,U361,32,3,1,
D10,U362,32,3,1,
D10,U363,32,3,1,
D10,U364,32,3,1,
D10,U370,14,1,1,
D10,U400,32,3,1,
D10,U410,32,3,1,
D10,U411,32,3,1,
D10,U412,32,3,1,
D10,U413,32,3,1,
D10,U414,14,1,1,
D10,U415,32,3,1,
D10,U420,32,3,1,
D20,U111,32,3,1,
D20,U112,32,3,1,
D20,U120,32,3,1,
D20,U130,32,3,1,
D20,U140,32,3,1,
D20,U150,32,3,1,
D20,U210,32,3,1,
D20,U221,32,3,1,
D20,U224,32,3,1,
D20,U225,32,3,1,
D20,U226,32,3,1,
D20,U227,32,3,1,
D20,U311,32,3,1,
D20,U312,32,3,1,
D20,U313,32,3,1,
D20,U314,32,3,1,
D20,U315,32,3,1,
D20,U316,32,3,1,
D20,U317,32,3,1,
D20,U318,32,3,1,
D20,U319,32,3,1,
D20,U321,32,3,1,
D20,U322,32,3,1,
D20,U330,32,3,1,
D20,U340,32,3,1,
D20,U341,32,3,1,
D20,U350,32,3,1,
D20,U361,32,3,1,
D20,U362,32,3,1,
D20,U363,32,3,1,
D20,U364,32,3,1,
D20,U370,14,1,1,
D20,U400,32,3,1,
D20,U410,32,3,1,
D20,U411,32,3,1,
D20,U412,32,3,1,
D20,U413,32,3,1,
D20,U414,14,1,1,
D20,U415,32,3,1,
D20,U420,32,3,1,
E01,0,990,90, 1,
E01,U111,23,2,1,
E01,U112,99,99,1,
E01,U113,14,1,1,
E01,U120,32,3,1,
E01,U130,32,3,1,
E01,U140,32,3,1,
E01,U210,32,3,1,
E01,U221,32,3,1,
E01,U223,32,3,1,
E01,U224,32,3,1,
E01,U225,32,3,1,
E01,U311,32,3,1,
E01,U312,32,3,1,
E01,U313,32,3,1,
E01,U314,32,3,1,
E01,U316,32,3,1,
E01,U317,32,3,1,
E01,U318,32,3,1,
E01,U321,32,3,1,
E01,U322,32,3,1,
E01,U330,32,3,1,
E01,U340,14,1,1,
E01,U350,14,1,1,
E01,U361,14,1,1,
E01,U362,14,1,1,
E01,U363,14,1,1,
E01,U370,14,1,1,
E01,U400,32,3,1,
E01,U500,99,99,1,
E02,U111,23,2,1,
E02,U112,99,99,1,
E02,U113,14,1,1,
E02,U120,32,3,1,
E02,U130,32,3,1,
E02,U140,32,3,1,
E02,U210,32,3,1,
E02,U221,32,3,1,
E02,U222,32,3,1,
E02,U223,32,3,1,
E02,U224,32,3,1,
E02,U225,32,3,1,
E02,U226,32,3,1,
E02,U227,32,3,1,
E02,U311,32,3,1,
E02,U312,32,3,1,
E02,U313,32,3,1,
E02,U314,32,3,1,
E02,U315,32,3,1,
E02,U316,32,3,1,
E02,U317,32,3,1,
E02,U318,32,3,1,
E02,U321,32,3,1,
E02,U322,32,3,1,
E02,U330,32,3,1,
E02,U340,14,1,1,
E02,U350,14,1,1,
E02,U361,14,1,1,
E02,U362,14,1,1,
E02,U363,14,1,1,
E02,U370,14,1,1,
E02,U400,32,3,1,
E02,U500,99,99,1,
E10,U111,23,2,1,
E10,U112,99,99,1,
E10,U113,14,1,1,
E10,U120,32,3,1,
E10,U130,32,3,1,
E10,U140,32,3,1,
E10,U150,32,3,1,
E10,U210,32,3,1,
E10,U221,32,3,1,
E10,U222,32,3,1,
E10,U223,32,3,1,
E10,U224,32,3,1,
E10,U225,32,3,1,
E10,U226,32,3,1,
E10,U227,32,3,1,
E10,U228,32,3,1,
E10,U311,32,3,1,
E10,U312,32,3,1,
E10,U313,32,3,1,
E10,U314,32,3,1,
E10,U315,32,3,1,
E10,U316,32,3,1,
E10,U317,32,3,1,
E10,U318,32,3,1,
E10,U319,32,3,1,
E10,U321,32,3,1,
E10,U322,32,3,1,
E10,U330,32,3,1,
E10,U340,14,1,1,
E10,U341,14,1,1,
E10,U342,14,1,1,
E10,U350,14,1,1,
E10,U361,14,1,1,
E10,U362,14,1,1,
E10,U363,14,1,1,
E10,U364,32,3,1,
E10,U370,14,1,1,
E10,U400,32,3,1,
E10,U410,32,3,1,
E10,U411,32,3,1,
E10,U412,32,3,1,
E10,U413,32,3,1,
E10,U414,32,3,1,
E10,U415,32,3,1,
E10,U420,32,3,1,
E20,U111,23,2,1,
E20,U112,99,99,1,
E20,U113,14,1,1,
E20,U120,32,3,1,
E20,U130,32,3,1,
E20,U140,32,3,1,
E20,U150,32,3,1,
E20,U210,32,3,1,
E20,U221,32,3,1,
E20,U222,32,3,1,
E20,U223,32,3,1,
E20,U224,32,3,1,
E20,U225,32,3,1,
E20,U226,32,3,1,
E20,U227,32,3,1,
E20,U311,32,3,1,
E20,U312,32,3,1,
E20,U313,32,3,1,
E20,U314,32,3,1,
E20,U315,32,3,1,
E20,U316,32,3,1,
E20,U317,32,3,1,
E20,U318,32,3,1,
E20,U319,32,3,1,
E20,U321,32,3,1,
E20,U322,32,3,1,
E20,U330,32,3,1,
E20,U340,14,1,1,
E20,U341,14,1,1,
E20,U342,14,1,1,
E20,U350,14,1,1,
E20,U361,14,1,1,
E20,U362,14,1,1,
E20,U363,14,1,1,
E20,U364,32,3,1,
E20,U370,14,1,1,
E20,U400,32,3,1,
E20,U410,32,3,1,
E20,U411,32,3,1,
E20,U412,32,3,1,
E20,U413,32,3,1,
E20,U414,32,3,1,
E20,U415,32,3,1,
E20,U420,32,3,1,
E20 ,U400,31,11,
E30,U111,99,99,1,
E30,U112,99,99,1,
E30,U113,99,99,1,
E30,U120,32,3,1,
E30,U130,99,99,1,
E30,U140,99,99,1,
E30,U150,99,99,1,
E30,U210,99,99,1,
E30,U221,99,99,1,
E30,U223,99,99,1,
E30,U224,99,99,1,
E30,U225,99,99,1,
E30,U226,99,99,1,
E30,U227,99,99,1,
E30,U311,99,99,1,
E30,U312,99,99,1,
E30,U313,99,99,1,
E30,U314,99,99,1,
E30,U315,99,99,1,
E30,U316,99,99,1,
E30,U317,99,99,1,
E30,U318,99,99,1,
E30,U319,99,99,1,
E30,U321,99,99,1,
E30,U322,99,99,1,
E30,U330,99,99,1,
E30,U340,99,99,1,
E30,U341,99,99,1,
E30,U342,99,99,1,
E30,U350,99,99,1,
E30,U361,14,1,1,
E30,U362,14,1,1,
E30,U363,14,1,1,
E30,U364,99,99,1,
E30,U370,99,99,1,
E30,U400,99,99,1,
E30,U410,99,99,1,
E30,U411,99,99,1,
E30,U412,99,99,1,
E30,U413,99,99,1,
E30,U414,99,99,1,
E30,U415,99,99,1,
E30,U420,99,99,1,
F00,U111,99,99,1,
F00,U112,99,99,1,
F00,U113,99,99,1,
F00,U120,32,3,1,
F00,U130,99,99,1,
F00,U140,13,1,1,
F00,U150,99,99,1,
F00,U210,99,99,1,
F00,U221,99,99,1,
F00,U222,99,99,1,
F00,U223,99,99,1,
F00,U224,99,99,1,
F00,U225,99,99,1,
F00,U226,99,99,1,
F00,U227,99,99,1,
F00,U311,99,99,1,
F00,U312,99,99,1,
F00,U313,99,99,1,
F00,U314,99,99,1,
F00,U316,99,99,1,
F00,U317,99,99,1,
F00,U318,99,99,1,
