S_DispoGruppe.DispoGruppe;S_DispoGruppeSpr.Bezeichnung;BU_Benutzer.Benutzer.MRP_Specialist;BU_Benutzer.Benutzer.PurchaseSP;BU_Benutzer.Benutzer.ProductionSP
;;;;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Dispositionsgruppe;MRP Team;S_DispoGruppe.DispoGruppe;CHARACTER;x(6);
2;Bezeichnung;Description MRP Team;S_DispoGruppeSpr.Bezeichnung;CHARACTER;x(30);
3;Benutzer;Users;BU_Benutzer.Benutzer;CHARACTER;x(12);
4;Benutzer;Users;BU_Benutzer.Benutzer;CHARACTER;x(12);
5;Benutzer;Users;BU_Benutzer.Benutzer;CHARACTER;x(12);
