VS_Auftrag.Kunde;VS_Auftrag.BelegNummer;VS_Auftrag.BelegDatum;VS_Auftrag.Auftragsstatus;VS_Auftrag.Auftragskennung;VS_Auftrag.Auftragstyp;VS_Auftrag.VerteilerGruppe;VS_Auftrag.AuftragsArt;VS_Auftrag.VersandArt;VS_Auftrag.LieferBedingung;VS_Auftrag.Sachbearbeiter;VS_Auftrag.Wiedervorlage;VS_Auftrag.LagerOrt;VS_Auftrag.Lagergruppe;VS_Auftrag.RessArt;VS_Auftrag.Ressource;VS_Auftrag.Einsatzleiter;VS_Auftrag.Preisgueltigkeit;VS_Auftrag.PreisGruppe;VS_Auftrag.RabattArt;VS_Auftrag.Rabattgruppe;VS_Auftrag.steuerfrei;VS_Auftrag.Verbr_steuerpflichtig;S_KoTraeger.KostenTraeger;VS_Auftrag.Wunschtermin;VS_Auftrag.Starttermin;VS_Auftrag.Endetermin;VS_Auftrag.fixiert;VS_Auftrag.StartZeit;VS_Auftrag.EndeZeit;VS_Auftrag.BelegInfo;VS_Auftrag.Bestelldatum;VS_Auftrag.Empfaenger;VS_Auftrag.gedruckt;VS_Auftrag.BelegFreigabe;VS_Auftrag.exportiert;VS_Auftrag.BelegGeprueft;VS_Auftrag.SBPruefung;VS_Auftrag.Pruefungsdatum;VS_Auftrag.Wareneinsatz;VS_Auftrag.IncoTerm;VS_Auftrag.Bestimmungsort;VS_Auftrag.Brutto;SBM_BusinessCategory.SBM_BusinessCategory_ID;VS_Auftrag.ValutaTage;VS_Auftrag.ZahlungsZiel;VS_Auftrag.ZahlungsArt;VS_Auftrag.Waehrung;VS_Auftrag.WaehrungNK;VS_Auftrag.Konzern;VS_Auftrag.Verband;VS_Auftrag.FormularNr;VS_Auftrag.FormularAnzahl;VS_Auftrag.FormularNr_Akt;VS_Auftrag.FormularAnzahl_Akt;VS_Auftrag.Laufkarte;VS_Auftrag.Kopftext1;VS_Auftrag.Kopftext2;VS_Auftrag.Kopftext3;VS_Auftrag.Kopftext4;VS_Auftrag.Bemerkung1;VS_Auftrag.Bemerkung2;VS_Auftrag.Bemerkung3;VS_Auftrag.FinalInvoice;VS_Auftrag.SFertigDatum;VS_Auftrag.MMM_CusRefOrder_ID;VS_Auftrag.USTax_AddRules4;VS_Auftrag.USTax_AddRules5;VS_Auftrag.USTax_AddRules6;VS_Auftrag.USTax_AddRules1;VS_Auftrag.USTax_AddRules2;VS_Auftrag.USTax_AddRules3;VS_Auftrag.USTax_FreightExempt4;VS_Auftrag.USTax_FreightExempt5;VS_Auftrag.USTax_FreightExempt6;VS_Auftrag.USTax_FreightExempt1;VS_Auftrag.USTax_FreightExempt2;VS_Auftrag.USTax_FreightExempt3;VS_Auftrag.USTax_Nexus;VS_Auftrag.USTax_SurchargeTaxable4;VS_Auftrag.USTax_SurchargeTaxable5;VS_Auftrag.USTax_SurchargeTaxable1;VS_Auftrag.USTax_SurchargeTaxable2;VS_Auftrag.USTax_SurchargeTaxable3;VS_Auftrag.USTax_TaxAmount4;VS_Auftrag.USTax_TaxAmount5;VS_Auftrag.USTax_TaxAmount6;VS_Auftrag.USTax_TaxAmount7;VS_Auftrag.USTax_TaxAmount8;VS_Auftrag.USTax_TaxAmount9;VS_Auftrag.USTax_TaxAmount10;VS_Auftrag.USTax_TaxAmount11;VS_Auftrag.USTax_TaxAmount1;VS_Auftrag.USTax_TaxAmount2;VS_Auftrag.USTax_TaxAmount3;VS_Auftrag.USTax_TaxCategory;VS_Auftrag.USTax_TaxRate4;VS_Auftrag.USTax_TaxRate5;VS_Auftrag.USTax_TaxRate6;VS_Auftrag.USTax_TaxRate1;VS_Auftrag.USTax_TaxRate2;VS_Auftrag.USTax_TaxRate3
0;0;today;B;0;N;;;0;0;;?;?;0;0;;yes;today;;yes;;no;no;;today;?;?;no;;;;?;;no;no;no;no;;?;no;;1;no;11;0;0;0;0;2;0;0;0;1;0;1;no;;;;;;;;no;?;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
47;Zahlungsart;Payment Method;VS_Auftrag.ZahlungsArt;INTEGER;z9;
48;Währung;Currency;VS_Auftrag.Waehrung;INTEGER;zz9;
49;NKSt Währung;Decimal Places of Document Currency;VS_Auftrag.WaehrungNK;INTEGER;9;
50;Konzern;Company Group;VS_Auftrag.Konzern;INTEGER;zzzzzzzz;
51;Verband;Association;VS_Auftrag.Verband;INTEGER;zzzzzzzz;
52;Formularnummer;Form Number;VS_Auftrag.FormularNr;INTEGER;z9;
53;Anzahl Formulare;Number of Forms;VS_Auftrag.FormularAnzahl;INTEGER;9;
54;Formularnummer A;Form Number Operation;VS_Auftrag.FormularNr_Akt;INTEGER;z9;
55;Anzahl Formulare A;Number of Forms Operation;VS_Auftrag.FormularAnzahl_Akt;INTEGER;9;
56;Laufkarte;Number of Job Tickets;VS_Auftrag.Laufkarte;LOGICAL;ja/nein;
57;Kopftext1;Supplier-Specific Header Text1;VS_Auftrag.Kopftext;CHARACTER;x(60);
58;Kopftext2;Supplier-Specific Header Text2;VS_Auftrag.Kopftext;CHARACTER;x(60);
59;Kopftext3;Supplier-Specific Header Text3;VS_Auftrag.Kopftext;CHARACTER;x(60);
60;Kopftext4;Supplier-Specific Header Text4;VS_Auftrag.Kopftext;CHARACTER;x(60);
61;Bemerkung1;Remarks1;VS_Auftrag.Bemerkung;CHARACTER;x(60);
62;Bemerkung2;Remarks2;VS_Auftrag.Bemerkung;CHARACTER;x(60);
63;Bemerkung3;Remarks3;VS_Auftrag.Bemerkung;CHARACTER;x(60);
64;Schlussrechnung;Final Invoice;VS_Auftrag.FinalInvoice;LOGICAL;ja/nein;
65;Fertigmeldedatum;Completion Notice Date;VS_Auftrag.SFertigDatum;DATE;99.99.9999;
66;Kommissionsnummer;CRO Number;VS_Auftrag.MMM_CusRefOrder_ID;CHARACTER;x(16);
67;zus Regeln1;Additional Rules1;VS_Auftrag.USTax_AddRules;LOGICAL;ja/nein;
68;zus Regeln2;Additional Rules2;VS_Auftrag.USTax_AddRules;LOGICAL;ja/nein;
69;zus Regeln3;Additional Rules3;VS_Auftrag.USTax_AddRules;LOGICAL;ja/nein;
70;zus Regeln4;Additional Rules4;VS_Auftrag.USTax_AddRules;LOGICAL;ja/nein;
71;zus Regeln5;Additional Rules5;VS_Auftrag.USTax_AddRules;LOGICAL;ja/nein;
72;zus Regeln6;Additional Rules6;VS_Auftrag.USTax_AddRules;LOGICAL;ja/nein;
73;Fracht steuerfrei1;Freight Tax-Free1;VS_Auftrag.USTax_FreightExempt;LOGICAL;ja/nein;
74;Fracht steuerfrei2;Freight Tax-Free2;VS_Auftrag.USTax_FreightExempt;LOGICAL;ja/nein;
75;Fracht steuerfrei3;Freight Tax-Free3;VS_Auftrag.USTax_FreightExempt;LOGICAL;ja/nein;
76;Fracht steuerfrei4;Freight Tax-Free4;VS_Auftrag.USTax_FreightExempt;LOGICAL;ja/nein;
77;Fracht steuerfrei5;Freight Tax-Free5;VS_Auftrag.USTax_FreightExempt;LOGICAL;ja/nein;
78;Fracht steuerfrei6;Freight Tax-Free6;VS_Auftrag.USTax_FreightExempt;LOGICAL;ja/nein;
79;Nexus;Nexus;VS_Auftrag.USTax_Nexus;LOGICAL;ja/nein;
80;Zuschlag steuerpfl1;Surcharge Taxable1;VS_Auftrag.USTax_SurchargeTaxable;LOGICAL;ja/nein;
81;Zuschlag steuerpfl2;Surcharge Taxable2;VS_Auftrag.USTax_SurchargeTaxable;LOGICAL;ja/nein;
82;Zuschlag steuerpfl3;Surcharge Taxable3;VS_Auftrag.USTax_SurchargeTaxable;LOGICAL;ja/nein;
83;Zuschlag steuerpfl4;Surcharge Taxable4;VS_Auftrag.USTax_SurchargeTaxable;LOGICAL;ja/nein;
84;Zuschlag steuerpfl5;Surcharge Taxable5;VS_Auftrag.USTax_SurchargeTaxable;LOGICAL;ja/nein;
85;Steuerbetrag1;Tax Amount1;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
86;Steuerbetrag2;Tax Amount2;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
87;Steuerbetrag3;Tax Amount3;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
88;Steuerbetrag4;Tax Amount4;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
89;Steuerbetrag5;Tax Amount5;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
90;Steuerbetrag6;Tax Amount6;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
91;Steuerbetrag7;Tax Amount7;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
92;Steuerbetrag8;Tax Amount8;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
93;Steuerbetrag9;Tax Amount9;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
94;Steuerbetrag10;Tax Amount10;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
95;Steuerbetrag11;Tax Amount11;VS_Auftrag.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
96;Steuertyp;Tax Type;VS_Auftrag.USTax_TaxCategory;INTEGER;9;
97;Steuersatz1;Tax Rate1;VS_Auftrag.USTax_TaxRate;DECIMAL;z9.999999%;
98;Steuersatz2;Tax Rate2;VS_Auftrag.USTax_TaxRate;DECIMAL;z9.999999%;
99;Steuersatz3;Tax Rate3;VS_Auftrag.USTax_TaxRate;DECIMAL;z9.999999%;
100;Steuersatz4;Tax Rate4;VS_Auftrag.USTax_TaxRate;DECIMAL;z9.999999%;
101;Steuersatz5;Tax Rate5;VS_Auftrag.USTax_TaxRate;DECIMAL;z9.999999%;
102;Steuersatz6;Tax Rate6;VS_Auftrag.USTax_TaxRate;DECIMAL;z9.999999%;
