VS_Auftrag.Kunde;VS_Auftrag.BelegNummer;VS_Auftrag.BelegDatum;VS_Auftrag.Auftragsstatus;VS_Auftrag.Auftragskennung;VS_Auftrag.Auftragstyp;VS_Auftrag.VerteilerGruppe;VS_Auftrag.AuftragsArt;VS_Auftrag.VersandArt;VS_Auftrag.LieferBedingung;VS_Auftrag.Sachbearbeiter;VS_Auftrag.Wiedervorlage;VS_Auftrag.LagerOrt;VS_Auftrag.Lagergruppe;VS_Auftrag.RessArt;VS_Auftrag.Ressource;VS_Auftrag.Einsatzleiter;VS_Auftrag.Preisgueltigkeit;VS_Auftrag.PreisGruppe;VS_Auftrag.RabattArt;VS_Auftrag.Rabattgruppe;VS_Auftrag.steuerfrei;VS_Auftrag.Verbr_steuerpflichtig;S_KoTraeger.KostenTraeger;VS_Auftrag.Wunschtermin;VS_Auftrag.Starttermin;VS_Auftrag.Endetermin;VS_Auftrag.fixiert;VS_Auftrag.StartZeit;VS_Auftrag.EndeZeit;VS_Auftrag.BelegInfo;VS_Auftrag.Bestelldatum;VS_Auftrag.Empfaenger;VS_Auftrag.gedruckt;VS_Auftrag.BelegFreigabe;VS_Auftrag.exportiert;VS_Auftrag.BelegGeprueft;VS_Auftrag.SBPruefung;VS_Auftrag.Pruefungsdatum;VS_Auftrag.Wareneinsatz;VS_Auftrag.IncoTerm;VS_Auftrag.Bestimmungsort;VS_Auftrag.Brutto;SBM_BusinessCategory.SBM_BusinessCategory_ID;VS_Auftrag.ValutaTage;VS_Auftrag.ZahlungsZiel;VS_Auftrag.ZahlungsArt;VS_Auftrag.Waehrung;VS_Auftrag.WaehrungNK;VS_Auftrag.Konzern;VS_Auftrag.Verband;VS_Auftrag.FormularNr;VS_Auftrag.FormularAnzahl;VS_Auftrag.FormularNr_Akt;VS_Auftrag.FormularAnzahl_Akt;VS_Auftrag.Laufkarte;VS_Auftrag.Kopftext1;VS_Auftrag.Kopftext2;VS_Auftrag.Kopftext3;VS_Auftrag.Kopftext4;VS_Auftrag.Bemerkung1;VS_Auftrag.Bemerkung2;VS_Auftrag.Bemerkung3;VS_Auftrag.FinalInvoice;VS_Auftrag.SFertigDatum;VS_Auftrag.MMM_CusRefOrder_ID;VS_Auftrag.USTax_AddRules4;VS_Auftrag.USTax_AddRules5;VS_Auftrag.USTax_AddRules6;VS_Auftrag.USTax_AddRules1;VS_Auftrag.USTax_AddRules2;VS_Auftrag.USTax_AddRules3;VS_Auftrag.USTax_FreightExempt4;VS_Auftrag.USTax_FreightExempt5;VS_Auftrag.USTax_FreightExempt6;VS_Auftrag.USTax_FreightExempt1;VS_Auftrag.USTax_FreightExempt2;VS_Auftrag.USTax_FreightExempt3;VS_Auftrag.USTax_Nexus;VS_Auftrag.USTax_SurchargeTaxable4;VS_Auftrag.USTax_SurchargeTaxable5;VS_Auftrag.USTax_SurchargeTaxable1;VS_Auftrag.USTax_SurchargeTaxable2;VS_Auftrag.USTax_SurchargeTaxable3;VS_Auftrag.USTax_TaxAmount4;VS_Auftrag.USTax_TaxAmount5;VS_Auftrag.USTax_TaxAmount6;VS_Auftrag.USTax_TaxAmount7;VS_Auftrag.USTax_TaxAmount8;VS_Auftrag.USTax_TaxAmount9;VS_Auftrag.USTax_TaxAmount10;VS_Auftrag.USTax_TaxAmount11;VS_Auftrag.USTax_TaxAmount1;VS_Auftrag.USTax_TaxAmount2;VS_Auftrag.USTax_TaxAmount3;VS_Auftrag.USTax_TaxCategory;VS_Auftrag.USTax_TaxRate4;VS_Auftrag.USTax_TaxRate5;VS_Auftrag.USTax_TaxRate6;VS_Auftrag.USTax_TaxRate1;VS_Auftrag.USTax_TaxRate2;VS_Auftrag.USTax_TaxRate3
0;0;today;B;0;N;;;0;0;;?;?;0;0;;yes;today;;yes;;no;no;;today;?;?;no;;;;?;;no;no;no;no;;?;no;;1;no;11;0;0;0;0;2;0;0;0;1;0;1;no;;;;;;;;no;?;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Kunde;Customer (for Drop Shipment);VS_Auftrag.Kunde;INTEGER;zzzzzzzz;
2;Belegnummer;Document Number;VS_Auftrag.BelegNummer;INTEGER;zzzzzzz9;
3;Belegdatum;Document Date;VS_Auftrag.BelegDatum;DATE;99.99.9999;
4;Auftragsstatus;Order Status;VS_Auftrag.Auftragsstatus;CHARACTER;x(2);
5;Auftragskennung;Order ID;VS_Auftrag.Auftragskennung;INTEGER;z9;
6;Auftragstyp;Order Type;VS_Auftrag.Auftragstyp;CHARACTER;x(2);
7;Verteilergruppe;Work Group;VS_Auftrag.VerteilerGruppe;CHARACTER;x(6);
8;Auftragsart;Order Category;VS_Auftrag.AuftragsArt;CHARACTER;x(2);
9;Versandart;Shipping Type;VS_Auftrag.VersandArt;INTEGER;zz9;
10;Lieferbedingung;Terms of Delivery;VS_Auftrag.LieferBedingung;INTEGER;zz9;
11;Sachbearbeiter;Specialist;VS_Auftrag.Sachbearbeiter;CHARACTER;x(12);
12;Wiedervorlage;ToDo;VS_Auftrag.Wiedervorlage;DATE;99.99.9999;
13;Lagerort;Storage Area;VS_Auftrag.LagerOrt;INTEGER;zzzzzzz9;
14;Dispobereich;MRP Area;VS_Auftrag.Lagergruppe;INTEGER;zzzzzzz9;
15;Ressourcenart;Resource Category;VS_Auftrag.RessArt;INTEGER;99;
16;Ressource;Resource;VS_Auftrag.Ressource;CHARACTER;x(20);
17;EL Basisressource;Director of Operations;VS_Auftrag.Einsatzleiter;LOGICAL;ja/nein;
18;Preisgültigkeit;Price Validity;VS_Auftrag.Preisgueltigkeit;DATE;99.99.9999;
19;Preisliste;Price Group;VS_Auftrag.PreisGruppe;CHARACTER;x(6);
20;Rabatt sichtbar;Discount Type;VS_Auftrag.RabattArt;LOGICAL;sichtbar/verdeckt;
21;Rabattgruppe;Discount Group;VS_Auftrag.Rabattgruppe;CHARACTER;x(6);
22;steuerfrei;Tax-Free;VS_Auftrag.steuerfrei;LOGICAL;ja/nein;
23;VerbrSteuerpfl;Excisable;VS_Auftrag.Verbr_steuerpflichtig;LOGICAL;ja/nein;
24;Kostenträger;Cost Object;S_KoTraeger.KostenTraeger;CHARACTER;x(20);
25;Wunschtermin;Requested Date;VS_Auftrag.Wunschtermin;DATE;99.99.9999;
26;Starttermin;Start Date;VS_Auftrag.Starttermin;DATE;99.99.9999;
27;Endtermin;Date;VS_Auftrag.Endetermin;DATE;99.99.9999;
28;fixiert;Fixed;VS_Auftrag.fixiert;LOGICAL;ja/nein;
29;Startzeit;Start Time;VS_Auftrag.StartZeit;CHARACTER;x(8);
30;beendet um;Ended At;VS_Auftrag.EndeZeit;CHARACTER;x(8);
31;Bestellung;Purchase Order;VS_Auftrag.BelegInfo;CHARACTER;x(40);
32;Bestelldatum;Purchase Order Date;VS_Auftrag.Bestelldatum;DATE;99.99.9999;
33;Empfänger;Recipient;VS_Auftrag.Empfaenger;CHARACTER;x(120);
34;Beleg gedruckt;Printed;VS_Auftrag.gedruckt;LOGICAL;ja/nein;
35;Beleg freigegeben;Document Released;VS_Auftrag.BelegFreigabe;LOGICAL;ja/nein;
36;Auftrag exportiert;Exported;VS_Auftrag.exportiert;LOGICAL;ja/nein;
37;Beleg geprüft;Document Checked;VS_Auftrag.BelegGeprueft;LOGICAL;ja/nein;
38;geprüft durch;Specialist Check;VS_Auftrag.SBPruefung;CHARACTER;x(12);
39;Prüfdatum;Check Date;VS_Auftrag.Pruefungsdatum;DATE;99.99.9999;
40;Wareneinsatz;Cost of Goods Sold;VS_Auftrag.Wareneinsatz;LOGICAL;ja/nein;
41;Incoterm;Incoterm;VS_Auftrag.IncoTerm;CHARACTER;x(3);
42;Bestimmungsort;Place of Destination;VS_Auftrag.Bestimmungsort;INTEGER;z9;
43;Bruttobeleg;Gross;VS_Auftrag.Brutto;LOGICAL;ja/nein;
44;Geschäftsart;Key Business Category Intrastat;SBM_BusinessCategory.SBM_BusinessCategory_ID;INTEGER;99;
45;Valutatage;Value Days;VS_Auftrag.ValutaTage;INTEGER;zz9;
46;Zahlungsziel;Credit Terms;VS_Auftrag.ZahlungsZiel;INTEGER;zz9;
