ML_Ort.LagerOrt;ML_OrtSpr.Bezeichnung;MLM_StockValueGroup.MLM_StockValueGroup_ID;ML_Ort.AdressNr;ML_Ort.StorageType;ML_Ort.Lagergruppe;ML_Ort.UnloadingPoint;ML_Ort.MPStrategie;ML_Ort.Disponibel;ML_Ort.Buchungssperre;ML_Ort.gesperrt;ML_Ort.Konto;ML_Ort.LagerBereich;ML_Ort.SupLogCenter;ML_Ort.KundenNummer;ML_Ort.uCI_WerkLieferantEdi;ML_Ort.uCI_WMS_ID;ML_Ort.uCI_CostIncObject;ML_Ort.uCI_CostCenter
0;;0;?;0;0;;man;yes;no;no;0;?;0;;;;;?
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Lagerort;Storage Area;ML_Ort.LagerOrt;INTEGER;zzzzzzz9;
2;Bezeichnung;Description Storage Area;ML_OrtSpr.Bezeichnung;CHARACTER;x(30);
3;Wertgruppe;Value Group;MLM_StockValueGroup.MLM_StockValueGroup_ID;INTEGER;zzzzzzz9;
4;Adressnummer;Address Number;ML_Ort.AdressNr;INTEGER;zzzzzzz9;
5;Lagertyp;Storage Type;ML_Ort.StorageType;INTEGER;z9;
6;Dispobereich;MRP Area;ML_Ort.Lagergruppe;INTEGER;zzzzzzz9;
7;Abladestelle (EDI);Unloading Point (EDI);ML_Ort.UnloadingPoint;CHARACTER;x(5);
8;Strategie;Strategy for Stock Placement;ML_Ort.MPStrategie;CHARACTER;x(6);
9;disponibel;Nettable;ML_Ort.Disponibel;LOGICAL;ja/nein;
10;BuSp;Posting Block;ML_Ort.Buchungssperre;LOGICAL;ja/nein;
11;Sperrlager;Blocked;ML_Ort.gesperrt;LOGICAL;gesperrt/frei;
12;Kunde/Lieferant;Customer/Supplier;ML_Ort.Konto;INTEGER;zzzzzzzz;
13;Pufferbereich;Storage Area Section;ML_Ort.LagerBereich;CHARACTER;x(3);
14;LLZ-Nummer;Supplier Logistics Center;ML_Ort.SupLogCenter;INTEGER;zzzzzzzz;
15;Kundennummer;Customer Number at Supplier;ML_Ort.KundenNummer;CHARACTER;x(20);
16;Werk Lieferant EDI;Plant Supplier EDI;ML_Ort.uCI_WerkLieferantEdi;CHARACTER;x(3);
17;LVS-ID;WMS ID;ML_Ort.uCI_WMS_ID;CHARACTER;x(40);
18;Träger;Cost/Income Object;ML_Ort.uCI_CostIncObject;CHARACTER;x(20);
19;Kostenstelle;Cost Center;ML_Ort.uCI_CostCenter;INTEGER;zzzzzzz9;
