JBT_ProjectStr.Projekt;JBT_ProjectStr.PSC;JBT_ProjectStr.Position;JBT_ProjectStr.Projektvorgang;JBT_ProjectStr.Teilaufgabe;DBM_ShortDescription.ShortDesc1;DBM_ShortDescription.ShortDesc2;DBM_ShortDescription.ShortDesc3;DBM_ShortDescription.ShortDesc4;JBT_ProjectStr.Solldauer;JBT_ProjectStr.Zeiteinheit;JBT_ProjectStr.Vorgangsstatus;JBT_ProjectStr.Fortschritt;JBT_ProjectStr.imUmsatz;JBT_ProjectStr.Sachbearbeiter;JBT_ProjectStr.Verteilergruppe;JBT_ProjectStr.BlockLoadSetting;JBT_ProjectStr.DemandDateSetting;JBT_ProjectStr.freeActPlan;JBT_ProjectStr.freeDataEntry;JBT_ProjectStr.Starttermin;JBT_ProjectStr.Startfix;JBT_ProjectStr.Endtermin;JBT_ProjectStr.Endefix;JBT_ProjectStr.Wiedervorlage;JBT_ProjectStr.FAZ;JBT_ProjectStr.SAZ;JBT_ProjectStr.FEZ;JBT_ProjectStr.SEZ;JBT_ProjectStr.Meilenstein
;;0;;no;;;;;1;3;b;0;0;;;1;1;yes;yes;?;no;?;no;?;?;?;?;?;no
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Projekt;Project;JBT_ProjectStr.Projekt;CHARACTER;x(20);
2;PSC;Project Structure Code;JBT_ProjectStr.PSC;CHARACTER;x(60);
3;Position;Line;JBT_ProjectStr.Position;INTEGER;zzzzz9;
4;Projektvorgang;Project Task;JBT_ProjectStr.Projektvorgang;CHARACTER;x(20);
5;Teilaufgabe;Work Package;JBT_ProjectStr.Teilaufgabe;LOGICAL;ja/nein;
6;Bezeichnung;Description 1;DBM_ShortDescription.ShortDesc1;CHARACTER;x(80);
7;Bezeichnung 2;Description 2;DBM_ShortDescription.ShortDesc2;CHARACTER;x(80);
8;Bezeichnung 3;Description 3;DBM_ShortDescription.ShortDesc3;CHARACTER;x(80);
9;Bezeichnung 4;Description 4;DBM_ShortDescription.ShortDesc4;CHARACTER;x(80);
10;Schätzdauer;Estimated Duration;JBT_ProjectStr.Solldauer;INTEGER;zzz9;
11;Zeiteinheit;Time Unit;JBT_ProjectStr.Zeiteinheit;CHARACTER;9;
12;Vorgangsstatus;Task Status;JBT_ProjectStr.Vorgangsstatus;CHARACTER;x;
13;Fortschritt;Progress;JBT_ProjectStr.Fortschritt;INTEGER;zz9%;
14;im Umsatz;In Sales;JBT_ProjectStr.imUmsatz;INTEGER;zz9%;
15;Sachbearbeiter;Specialist;JBT_ProjectStr.Sachbearbeiter;CHARACTER;x(12);
16;Verteilergruppe;Work Group;JBT_ProjectStr.Verteilergruppe;CHARACTER;x(6);
17;BlockeinlastEinst;Setting Block Load;JBT_ProjectStr.BlockLoadSetting;INTEGER;z9;
18;BedarfsterminEinst;Setting Demand Date;JBT_ProjectStr.DemandDateSetting;INTEGER;z9;
19;freie Planung;Free Planning;JBT_ProjectStr.freeActPlan;LOGICAL;ja/nein;
20;freie Rückmeldung;Free Data Entry;JBT_ProjectStr.freeDataEntry;LOGICAL;ja/nein;
21;Starttermin;Start Date;JBT_ProjectStr.Starttermin;DATE;99.99.9999;
22;fixer Starttermin;Fixed Start Date;JBT_ProjectStr.Startfix;LOGICAL;ja/nein;
23;Endtermin;End Date;JBT_ProjectStr.Endtermin;DATE;99.99.9999;
24;fixer Endtermin;Fixed End Date;JBT_ProjectStr.Endefix;LOGICAL;ja/nein;
25;Wiedervorlage;ToDo;JBT_ProjectStr.Wiedervorlage;DATE;99.99.9999;
26;frühester Anfang;Earliest Start;JBT_ProjectStr.FAZ;DATE;99.99.9999;
27;spätester Anfang;Latest Start;JBT_ProjectStr.SAZ;DATE;99.99.9999;
28;frühestes Ende;Earliest End;JBT_ProjectStr.FEZ;DATE;99.99.9999;
29;spätestes Ende;Latest End;JBT_ProjectStr.SEZ;DATE;99.99.9999;
30;Meilenstein;Milestone;JBT_ProjectStr.Meilenstein;LOGICAL;ja/nein;
