S_VersandArt.VersandArt;S_VersandArtSpr.Bezeichnung;S_VersandArt.Suchbegriff;S_VersandArt.Selektion;S_VersandArt.Verkehrszweig;S_VersandArt.EDL;S_VersandArt.Versendung;S_VersandArt.Strecke;S_VersandArt.WEBShop;S_VersandArt.archived;S_VersandArt.uCI_DirectPrint;S_VersandArt.uCA_ChargeFreight;S_VersandArt.uCW_Lieferzeitfenster;S_VersandArt.uCW_Tourenplanung;S_Lieferant.Lieferant
0;;;;3;no;no;no;no;no;no;yes;yes;no;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Versandart;Shipping Type;S_VersandArt.VersandArt;INTEGER;zz9;
2;Bezeichnung;Description Shipping Type;S_VersandArtSpr.Bezeichnung;CHARACTER;x(70);
3;Suchbegriff;Search Term;S_VersandArt.Suchbegriff;CHARACTER;x(12);
4;Selektion;Selection;S_VersandArt.Selektion;CHARACTER;x(20);
5;Verkehrszweig;Mode of Transport;S_VersandArt.Verkehrszweig;INTEGER;9;
6;ext Dienstleister;External Service Provider;S_VersandArt.EDL;LOGICAL;ja/nein;
7;Versendung;Shipment;S_VersandArt.Versendung;LOGICAL;ja/nein;
8;Strecke;Drop Shipment;S_VersandArt.Strecke;LOGICAL;ja/nein;
9;Webshop;Web Shop;S_VersandArt.WEBShop;LOGICAL;ja/nein;
10;archiviert;Archived;S_VersandArt.archived;LOGICAL;ja/nein;
11;Sofortdruck;Instant Printing;S_VersandArt.uCI_DirectPrint;LOGICAL;ja/nein;
12;Fracht berechnen;Charge Freight;S_VersandArt.uCA_ChargeFreight;LOGICAL;ja/nein;
13;Lieferzeitfenster;Consider Delivery Time Slot;S_VersandArt.uCW_Lieferzeitfenster;LOGICAL;ja/nein;
14;Tourenfindung;Route Planning;S_VersandArt.uCW_Tourenplanung;LOGICAL;ja/nein;
15;Lieferant;Supplier;S_Lieferant.Lieferant;INTEGER;zzzzzzzz;
