"ID" "group"
10001 F
10002 F
10003 F
10004 F
10005 F
10006 F
10007 F
10008 F
10009 F
10010 F
10011 F
10012 F
10013 F
10014 F
10015 F
10016 F
10017 F
10018 F
10019 F
10020 F
10021 F
10022 F
10023 F
10024 F
10025 F
10026 F
10027 F
10028 F
10029 F
10030 F
10031 F
10032 F
10033 F
10034 F
10035 F
10036 F
10037 F
10038 F
10039 F
10040 F
10041 F
10042 F
10043 F
10044 F
10045 F
10046 F
10047 F
10048 F
10049 F
10050 F
10051 F
10052 F
10053 F
10054 F
10055 F
10056 F
10057 F
10058 F
10059 F
10060 F
10061 F
10062 F
10063 F
10064 F
10065 F
10066 F
10067 F
10068 F
10069 F
10070 F
10071 F
10072 F
10073 F
10074 F
10075 F
10076 F
10077 F
10078 F
10079 F
10080 F
10081 F
10082 F
10083 F
10084 F
10085 F
10086 F
10087 F
10088 F
10089 F
10090 F
10091 F
10092 F
10093 F
10094 F
10095 F
10096 F
10097 F
10098 F
10099 F
10100 F
10101 F
10102 F
10103 F
10104 F
10105 F
10106 F
10107 F
10108 F
10109 F
10110 F
10111 F
10112 F
10113 F
10114 F
10115 F
10116 F
10117 F
10118 F
10119 F
10120 F
10121 F
10122 F
10123 F
10124 F
10125 F
10126 F
10127 F
10128 F
10129 F
10130 F
10131 F
10132 F
10133 F
10134 F
10135 F
10136 F
10137 F
10138 F
10139 F
10140 F
10141 F
10142 F
10143 F
10144 F
10145 F
10146 F
10147 F
10148 F
10149 F
10150 F
10151 F
10152 F
10153 F
10154 F
10155 F
10156 F
10157 F
10158 F
10159 F
10160 F
10161 F
10162 F
10163 F
10164 F
10165 F
10166 F
10167 F
10168 F
10169 F
10170 F
10171 F
10172 F
10173 F
10174 F
10175 F
10176 F
10177 F
10178 F
10179 F
10180 F
10181 F
10182 F
10183 F
10184 F
10185 F
10186 F
10187 F
10188 F
10189 F
10190 F
10191 F
10192 F
10193 F
10194 F
10195 F
10196 F
10197 F
10198 F
10199 F
10200 F
10201 F
10202 F
10203 F
10204 F
10205 F
10206 F
10207 F
10208 F
10209 F
10210 F
10211 F
10212 F
10213 F
10214 F
10215 F
10216 F
10217 F
10218 F
10219 F
10220 F
10221 F
10222 F
10223 F
10224 F
10225 F
10226 F
10227 F
10228 F
10229 F
10230 F
10231 F
10232 F
10233 F
10234 F
10235 F
10236 F
10237 F
10238 F
10239 F
10240 F
10241 F
10242 F
10243 F
10244 F
10245 F
10246 F
10247 F
10248 F
10249 F
10250 F
10251 F
10252 F
10253 F
10254 F
10255 F
10256 F
10257 F
10258 F
10259 F
10260 F
10261 F
10262 F
10263 F
10264 F
10265 F
