PMM_BomHead.Part;PMM_BomHead.PartVariant;PSM_BomMountingPos.ComponentType;PSM_BomMountingPos.InstallNumber;PSM_BomMountingPos.Part;PSM_BomMountingPos.PartVariant;PSM_BomMountingPos.BomLinePosition;PSM_BomMountingPos.InstallLocation;PSM_BomMountingPos.InstallCategory;PSM_BomMountingPos.Remark;PSM_BomMountingPos.Coordinate_X;PSM_BomMountingPos.Coordinate_Y;PSM_BomMountingPos.InstallAngle;PSM_BomMountingPos.GridSize;PMM_BomLine.CADBomPosition;PMM_BomLine.BomLineUsageCategory;PMM_BomLine.StorageArea;DBM_ShortDescription.ShortDesc1;DBM_ShortDescription.ShortDesc2;DBM_ShortDescription.ShortDesc3;DBM_ShortDescription.ShortDesc4;c_XXXstuecklistenkopfauto;PSM_BomMountingPos.uCE_LayerOrientation;PSM_BomMountingPos.uCE_NotMounted
;;;0;;;0;;;;0;0;0;0;;;?;;;;;;0;no
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Teil;Part;PMM_BomHead.Part;CHARACTER;x(20);
2;Variante;Variant;PMM_BomHead.PartVariant;CHARACTER;x(6);
3;Bauteiltyp;Component Type;PSM_BomMountingPos.ComponentType;CHARACTER;x(20);
4;Einbaunummer;Installation Number;PSM_BomMountingPos.InstallNumber;DECIMAL;zzzzzz9.999;
5;Teil;Part;PSM_BomMountingPos.Part;CHARACTER;x(20);
6;Variante;Part Variant;PSM_BomMountingPos.PartVariant;CHARACTER;x(6);
7;Position;BOM Line;PSM_BomMountingPos.BomLinePosition;INTEGER;zzzzz9;
8;Einbauplatz;Installation Location;PSM_BomMountingPos.InstallLocation;CHARACTER;x(20);
9;Einbauart;Installation Category;PSM_BomMountingPos.InstallCategory;CHARACTER;x(20);
10;Bemerkung;Remarks;PSM_BomMountingPos.Remark;CHARACTER;x(30);
11;Koordinate X;Coordinate X;PSM_BomMountingPos.Coordinate_X;DECIMAL;-zz9.99;
12;Koordinate Y;Coordinate Y;PSM_BomMountingPos.Coordinate_Y;DECIMAL;-zz9.99;
13;Einbauwinkel;Installation Angle;PSM_BomMountingPos.InstallAngle;DECIMAL;zz9.99;
14;Rastermaß;Grid Size;PSM_BomMountingPos.GridSize;DECIMAL;zz9.99;
15;ZeichnungsPos;Bubble Number;PMM_BomLine.CADBomPosition;CHARACTER;x(6);
16;Verwendungsart;Usage Category;PMM_BomLine.BomLineUsageCategory;CHARACTER;x(40);
17;Lagerort;Storage Area;PMM_BomLine.StorageArea;INTEGER;zzzzzzz9;
18;Remark 1;Description 1;DBM_ShortDescription.ShortDesc1;CHARACTER;x(80);
19;Remark 2;Description 2;DBM_ShortDescription.ShortDesc2;CHARACTER;x(80);
20;Remark 3;Description 3;DBM_ShortDescription.ShortDesc3;CHARACTER;x(80);
21;Remark 4;Description 4;DBM_ShortDescription.ShortDesc4;CHARACTER;x(80);
22;BOM Header;;;;;
23;Lagenorientierung;Layer Orientation;PSM_BomMountingPos.uCE_LayerOrientation;INTEGER;9;
24;nicht bestückt;Not Stocked;PSM_BomMountingPos.uCE_NotMounted;LOGICAL;ja/nein;
