PMM_RoutingMaster.PMM_Routing_ID;PMM_Routing.IndexNo;PMM_Operation.OperationPosition;PMM_Operation.OperationCategory;PMM_Operation.PMM_Operation_ID;BT_Kopf.PlainText;PMM_Operation.PrintGroup;PMM_OperationRes.ResourceCategory;PMM_OperationRes.ResourceGroup;PMM_OperationRes.PMM_OperationRes_ID;PMM_Operation.ActivityFormula;PMM_Operation.TSetup;PMM_Operation.TimeUnitTs;PMM_Operation.SetupOperation;PMM_Operation.TUnit;PMM_Operation.TimeUnitTu;PMM_Operation.TimeQuantityUnit;PMM_OperationRes.Intensity;PMM_Operation.MultiMachineFactor;PMM_Operation.ProdQuantityFactor;PMM_Operation.QuantitySublot;PMM_Operation.MinQuantity;PMM_Operation.ExcessDelivery;PMM_Operation.ShortDelivery;PMM_Operation.DataEntryID;PMM_Operation.CostItemGroup;PMM_Operation.LaborCategory;PMM_Operation.NoOfDataEntryTags;PMM_Operation.NoOfTimeTickets;PMM_Operation.InspectionStandard;PMM_Operation.NcProgramNumber;PMM_Operation.OperationClass;PMM_Operation.PartExternalOrder;PMM_Operation.Supplier;PMM_Operation.ListPrice;PMM_Operation.SupplierPrice;PMM_Operation.SupplierValue_DS_1;PMM_Operation.SupplierValue_DS_2;PMM_Operation.SupplierPerc_DS_1;PMM_Operation.SupplierPerc_DS_2;PMM_Operation.SupplierPerc_DS_3;PMM_Operation.QuantityFactor;PMM_Operation.DeliveryTime;PMM_Operation.DeliveryTimeUnit;PMM_Operation.DeliveryTimeQuantityUnit;PMM_Operation.TimeUoMDeliveryTime;PMM_Operation.ConsignmentArea;PMM_Operation.CycleTime;PMM_Operation.CycleTimeUnit;PMM_Operation.FormulaDec11;PMM_Operation.FormulaDec12;PMM_Operation.FormulaDec13;PMM_Operation.FormulaDec21;PMM_Operation.FormulaDec22;PMM_Operation.FormulaInt3;PMM_Operation.FormulaInt4;PMM_Operation.FormulaInt5;PMM_Operation.FormulaInt1;PMM_Operation.FormulaInt2;PMM_Operation.FormulaPCS3;PMM_Operation.FormulaPCS4;PMM_Operation.FormulaPCS5;PMM_Operation.FormulaPCS6;PMM_Operation.FormulaPCS7;PMM_Operation.FormulaPCS8;PMM_Operation.FormulaPCS9;PMM_Operation.FormulaPCS10;PMM_Operation.FormulaPCS1;PMM_Operation.FormulaPCS2;PMM_Operation.CheckTimeQM;PMM_Operation.CheckTypeQM;PMM_Operation.UsedForWOCovDate;PMM_Operation.Weight;PMM_Operation.PackInstructExt;PMM_Operation.FillQuantityExt;PMM_Operation.CustomsTariffOrigin;SBM_CustomsTariffNo.SBM_CustomsTariffNo_ID;PMM_Operation.SQUnitFactor;PMM_Operation.NoOfInterruptions;PMM_Operation.Interruptable;PMM_Operation.TimePeriod;PMM_Operation.TimeUnitPeriod;PMM_Operation.MinIntermedTime;PMM_Operation.TimeUnitIntermedTime;PMM_OperationRes.ResourcePosition;PMM_Operation.PackInstructInt;PMM_Operation.FillQuantityInt;PMM_Operation.WeightInt;PMM_Operation.q_902_StandStill;PMM_Operation.QPM_902_CheckList_ID;PMM_Operation.Q_902_isCheckMandatory;PMM_Operation.IsBufferOperation
;;0;0;;?;;0;no;;0;0;1;no;0;1;0;1;100;1;0;0;100;100;0;;;1;1;;;;;0;yes;0;0;0;0;0;0;1;0;4;0;0;?;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;None;LotSize;no;0;;0;1;;1;1;no;0;1;0;1;0;;0;0;no;;no;no
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
38;wertm R/Z 2;Value Discount/Surcharge 2;PMM_Operation.SupplierValue_DS_2;DECIMAL;z,zzz,zz9.99-;
39;% R/Z;Percentage Discount/Surcharge 1;PMM_Operation.SupplierPerc_DS_1;DECIMAL;-z9.99%;
40;% R/Z 2;Percentage Discount/Surcharge 2;PMM_Operation.SupplierPerc_DS_2;DECIMAL;-z9.99%;
41;% R/Z 3;Percentage Discount/Surcharge 3;PMM_Operation.SupplierPerc_DS_3;DECIMAL;-z9.99%;
42;Mengenfaktor;Storage Units of Measure per Order Unit of Measure;PMM_Operation.QuantityFactor;DECIMAL;zzz,zz9.9999999;
43;Lieferzeit;Delivery Time;PMM_Operation.DeliveryTime;DECIMAL;zzz,zz9.99;
44;ZE Lieferzeit;Time Unit Delivery Time;PMM_Operation.DeliveryTimeUnit;CHARACTER;9;
45;Lieferzeit/ZME;Delivery Time per Time Unit of Measure;PMM_Operation.DeliveryTimeQuantityUnit;DECIMAL;zzz,zz9.99;
46;ZME/LZ;Time Unit of Measure Delivery Time;PMM_Operation.TimeUoMDeliveryTime;INTEGER;zz9;
47;KonsigLagerort;Consignment Area;PMM_Operation.ConsignmentArea;INTEGER;zzzzzzz9;
48;Zeit;Cycle Time;PMM_Operation.CycleTime;DECIMAL;zzz,zz9.99;
49;Zeiteinheit;Time Unit Cycle Time;PMM_Operation.CycleTimeUnit;CHARACTER;9;
50;Decimal1;Formula Element Type Decimal1;PMM_Operation.FormulaDec1;DECIMAL;->>,>>9.99;
51;Decimal2;Formula Element Type Decimal2;PMM_Operation.FormulaDec1;DECIMAL;->>,>>9.99;
52;Decimal3;Formula Element Type Decimal3;PMM_Operation.FormulaDec1;DECIMAL;->>,>>9.99;
53;Decimal 21;Formula Element Type Decimal1;PMM_Operation.FormulaDec2;DECIMAL;->>,>>9.999;
54;Decimal 22;Formula Element Type Decimal2;PMM_Operation.FormulaDec2;DECIMAL;->>,>>9.999;
55;Integer1;Formula Element Type Integer1;PMM_Operation.FormulaInt;INTEGER;->,>>>,>>9;
56;Integer2;Formula Element Type Integer2;PMM_Operation.FormulaInt;INTEGER;->,>>>,>>9;
57;Integer3;Formula Element Type Integer3;PMM_Operation.FormulaInt;INTEGER;->,>>>,>>9;
58;Integer4;Formula Element Type Integer4;PMM_Operation.FormulaInt;INTEGER;->,>>>,>>9;
59;Integer5;Formula Element Type Integer5;PMM_Operation.FormulaInt;INTEGER;->,>>>,>>9;
60;character1;Formel-PKS1;PMM_Operation.FormulaPCS;CHARACTER;x(60);
61;character2;Formel-PKS2;PMM_Operation.FormulaPCS;CHARACTER;x(60);
62;character3;Formel-PKS3;PMM_Operation.FormulaPCS;CHARACTER;x(60);
63;character4;Formel-PKS4;PMM_Operation.FormulaPCS;CHARACTER;x(60);
64;character5;Formel-PKS5;PMM_Operation.FormulaPCS;CHARACTER;x(60);
65;character6;Formel-PKS6;PMM_Operation.FormulaPCS;CHARACTER;x(60);
66;character7;Formel-PKS7;PMM_Operation.FormulaPCS;CHARACTER;x(60);
67;character8;Formel-PKS8;PMM_Operation.FormulaPCS;CHARACTER;x(60);
68;character9;Formel-PKS9;PMM_Operation.FormulaPCS;CHARACTER;x(60);
69;character10;Formel-PKS10;PMM_Operation.FormulaPCS;CHARACTER;x(60);
70;Prüfungszeitpunkt;Time of Check;PMM_Operation.CheckTimeQM;CHARACTER;x(20);
71;Prüfungsart;Type of Check;PMM_Operation.CheckTypeQM;CHARACTER;x(20);
72;Termine disporel;Dates Relevant to MRP;PMM_Operation.UsedForWOCovDate;LOGICAL;ja/nein;
73;Gewicht FremdAkt;Weight;PMM_Operation.Weight;DECIMAL;zzz,zz9.9999;
74;VerpVor FremdAkt;Packaging Instruction External Service Operation;PMM_Operation.PackInstructExt;CHARACTER;x(20);
75;Füllmenge FremdAkt;Fill Quantity Packaging Material External Service Operation;PMM_Operation.FillQuantityExt;DECIMAL;zzz,zzz,zz9.999;
76;Herkunft stat WaNr;Origin Commodity Code;PMM_Operation.CustomsTariffOrigin;INTEGER;9;
77;stat Warennummer;Commodity Code;SBM_CustomsTariffNo.SBM_CustomsTariffNo_ID;CHARACTER;x(20);
78;Faktor LME-BME;Storage Units of Measure per Special Unit of Measure;PMM_Operation.SQUnitFactor;DECIMAL;z,zz9.9999;
79;Unterbrechungen;Number of Interruptions;PMM_Operation.NoOfInterruptions;INTEGER;zz9;
80;unterbrechbar;Interruptible;PMM_Operation.Interruptable;LOGICAL;ja/nein;
81;Zeitraum;Period in Days;PMM_Operation.TimePeriod;DECIMAL;zzz,zz9.99;
82;Zeiteinheit ZR;Period Time Unit;PMM_Operation.TimeUnitPeriod;CHARACTER;9;
83;minimaler Abstand;Min Interval Time;PMM_Operation.MinIntermedTime;DECIMAL;zzz,zz9.99;
84;ZE Zwischenzeit;Time Unit Intermediate Time;PMM_Operation.TimeUnitIntermedTime;CHARACTER;9;
85;RepRes Line;Resource Line;PMM_OperationRes.ResourcePosition;INTEGER;zzz9;
86;VerpVor ProdAkt;Packaging Instruction Production Operation;PMM_Operation.PackInstructInt;CHARACTER;x(20);
87;Füllmenge ProdAkt;Fill Quantity Packaging Production Operation;PMM_Operation.FillQuantityInt;DECIMAL;zzz,zzz,zz9.999;
88;Gewicht ProdAkt;Weight per Weight Unit of Measure Production Operation;PMM_Operation.WeightInt;DECIMAL;zzz,zz9.9999;
89;Stillstand;Standstill;PMM_Operation.q_902_StandStill;LOGICAL;ja/nein;
90;Checkliste;Checklist;PMM_Operation.QPM_902_CheckList_ID;CHARACTER;x(20);
91;Erfassungspflicht;Required Entry;PMM_Operation.Q_902_isCheckMandatory;LOGICAL;ja/nein;
92;Pufferaktivität;Buffer Operation;PMM_Operation.IsBufferOperation;LOGICAL;ja/nein;
