MS_SNR.Seriennummer;MS_SNR.SNRArt;MS_SNR.SNrTyp;MS_SNR.ZweiteSerienNummer;MS_SNR.SNRStatus;MS_SNR.ArtikelAktuell;MS_SNR.Bemerkung;MS_SNR.Inbetriebnahme;MS_SNR.Garantiezeit;MS_SNR.GarantieAb;MS_SNR.GarantieBis;MS_SNR.Baujahr;MS_SNR.Baumonat;MS_SNR.PruefZeugnis;MS_SNRAustausch.ASeriennummer;MS_SNRAustausch.AnlageDatum;MS_SNR.HerstellungsOrt;MS_SNR.Version;MS_SNR.Sachbearbeiter;MS_SNR.Wiedervorlage;MS_SNR.Kunde;MS_SNR.VerteilerGruppe;MS_SNR.AdressNr;MS_SNR.Serviceobjekt;MS_SNR.RessArt;MS_SNR.Ressource;S_KoTraeger.KostenTraeger;MS_SNR.Bezugsgroesse;MS_SNR.Periodizitaet;BBM_WflLockStatus.BBM_WflLockStatus_ID;MS_SNR.Wartung;MS_SNR.qp_902_RessArt;MS_SNR.qp_902_Resource;MS_SNR.qp_902_InventoryNumber
;;;;0;;;?;0;?;?;0;0;;;today;;;;?;0;;?;0;0;;;;0;0;?;;;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Seriennummer;Serial Number;MS_SNR.Seriennummer;CHARACTER;x(20);
2;SNRArt;Serial Number Category;MS_SNR.SNRArt;CHARACTER;x(6);
3;Seriennummerntyp;Serial Number Type;MS_SNR.SNrTyp;CHARACTER;x(6);
4;zweite SerienNr;Second Serial Number;MS_SNR.ZweiteSerienNummer;CHARACTER;x(20);
5;SNRStatus;Serial Number Status;MS_SNR.SNRStatus;INTEGER;z9;
6;Teil;Part;MS_SNR.ArtikelAktuell;CHARACTER;x(20);
7;Bemerkung;Remark;MS_SNR.Bemerkung;CHARACTER;x(50);
8;Inbetriebnahme;Date Placed in Operation;MS_SNR.Inbetriebnahme;DATE;99.99.9999;
9;Garantiezeit;Warranty Period;MS_SNR.Garantiezeit;INTEGER;zzz,zz9;
10;Garantie ab;Warranty From;MS_SNR.GarantieAb;DATE;99.99.9999;
11;Garantie bis;Warranty To;MS_SNR.GarantieBis;DATE;99.99.9999;
12;Baujahr;Year Manufactured;MS_SNR.Baujahr;INTEGER;9999;
13;Baumonat;Month Manufactured;MS_SNR.Baumonat;INTEGER;99;
14;Prüfzeugnis;Certificate of Analysis;MS_SNR.PruefZeugnis;CHARACTER;x(30);
15;neue Seriennummer;New Serial Number;MS_SNRAustausch.ASeriennummer;CHARACTER;x(20);
16;Anlagedatum;Creation Date;MS_SNRAustausch.AnlageDatum;DATE;99.99.9999;
17;Herstellungsort;Location of Manufacture;MS_SNR.HerstellungsOrt;CHARACTER;x(30);
18;Version;Version;MS_SNR.Version;CHARACTER;x(10);
19;Sachbearbeiter;Specialist;MS_SNR.Sachbearbeiter;CHARACTER;x(12);
20;Wiedervorlage;ToDo;MS_SNR.Wiedervorlage;DATE;99.99.9999;
21;Kunde;Customer;MS_SNR.Kunde;INTEGER;zzzzzzzz;
22;Verteilergruppe;Work Group;MS_SNR.VerteilerGruppe;CHARACTER;x(6);
23;Adressnummer;Address Number;MS_SNR.AdressNr;INTEGER;zzzzzzz9;
24;Serviceobjekt;Service Object;MS_SNR.Serviceobjekt;INTEGER;zzzzzzz9;
25;Ressourcenart;Resource Category;MS_SNR.RessArt;INTEGER;99;
26;Ressource;Resource;MS_SNR.Ressource;CHARACTER;x(20);
27;Kostenträger;Cost Object;S_KoTraeger.KostenTraeger;CHARACTER;x(20);
28;Bezugsgröße;Base Measure;MS_SNR.Bezugsgroesse;CHARACTER;x(4);
29;Serviceintervall;Periodicity;MS_SNR.Periodizitaet;INTEGER;z9;
30;Zustand;Status;BBM_WflLockStatus.BBM_WflLockStatus_ID;INTEGER;zz9;
31;Wartung;Maintenance;MS_SNR.Wartung;DATE;99.99.9999;
32;Ressourcenart;Resource Category;MS_SNR.qp_902_RessArt;CHARACTER;x(30);
33;ProduktionsRess;Resource;MS_SNR.qp_902_Resource;CHARACTER;x(20);
34;Inventarnummer;Fixed Asset Number;MS_SNR.qp_902_InventoryNumber;CHARACTER;x(20);
