S_EAN.EAN;S_EAN.MengenEinheit;S_EAN.Lieferant;S_EAN.Artikel
;0;0;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;GTIN;GTIN;S_EAN.EAN;CHARACTER;x(14);
2;Mengeneinheit;Unit of Measure;S_EAN.MengenEinheit;INTEGER;zz9;
3;Lieferant;Supplier;S_EAN.Lieferant;INTEGER;zzzzzzzz;
4;Teil;Part;S_EAN.Artikel;CHARACTER;x(20);
