S_KtoZuord.Gruppe;S_KtoZuord.gueltig_ab;S_KtoZuord.Konto;S_Steuer.Steuer;S_Staat.IsoAlpha2Code;S_KtoZuord.Bereich;c_XXX_suche_mit_staat;SBM_SubAcctGroup.SBM_SubAcctGroup_ID;S_KtoZuord.F_PurchasingAcc
0;today;0;0;;K;;;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Gruppe;Revenue Group/Purchasing Group;S_KtoZuord.Gruppe;INTEGER;zz9;
2;gültig ab;Valid From;S_KtoZuord.gueltig_ab;DATE;99.99.9999;
3;Konto;Revenue Account/Purchasing Account;S_KtoZuord.Konto;INTEGER;zzzzzzzz;
4;Steuerschlüssel;Tax;S_Steuer.Steuer;INTEGER;zz9;
5;ISO-Alpha2-Code;ISO Alpha-2 Code;S_Staat.IsoAlpha2Code;CHARACTER;x(3);
6;Kontenbereich;Customer/Supplier;S_KtoZuord.Bereich;CHARACTER;!;
7;Find EU Country via Country;;;;;
8;UnterKtoGr;Subaccount Group;SBM_SubAcctGroup.SBM_SubAcctGroup_ID;CHARACTER;x(6);
9;Konto 2;Account 2;S_KtoZuord.F_PurchasingAcc;INTEGER;zzzzzzzz;
