VC_Wettbewerber.Wettbewerber;VC_Wettbewerber.Name1;VC_Wettbewerber.Name2;VC_Wettbewerber.Name3;VC_Wettbewerber.Suchbegriff;VC_Wettbewerber.Selektion;VC_Wettbewerber.Telefon;VC_Wettbewerber.Telefax;VC_Wettbewerber.Strasse;VC_Wettbewerber.Hausnummer;VC_Wettbewerber.Staat;VC_Wettbewerber.PLZ;VC_Wettbewerber.Ort;VC_Wettbewerber.Bundesland;VC_Wettbewerber.PLZ_Postfach;VC_Wettbewerber.Postfach;VC_Wettbewerber.EMail;VC_Wettbewerber.HomePage;VC_Wettbewerber.Longitude;VC_Wettbewerber.Latitude;VC_Wettbewerber.Bemerkung
0;;;;;;;;;;;;;;;;;;0;0;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Wettbewerber;Competitor;VC_Wettbewerber.Wettbewerber;INTEGER;zzzzzzz9;
2;Name;Name 1;VC_Wettbewerber.Name1;CHARACTER;x(80);
3;Name 2;Name 2;VC_Wettbewerber.Name2;CHARACTER;x(80);
4;Name 3;Name 3;VC_Wettbewerber.Name3;CHARACTER;x(80);
5;Suchbegriff;Search Term;VC_Wettbewerber.Suchbegriff;CHARACTER;x(12);
6;Selektion;Selection;VC_Wettbewerber.Selektion;CHARACTER;x(20);
7;Telefon;Telephone;VC_Wettbewerber.Telefon;CHARACTER;x(25);
8;Telefax;Fax;VC_Wettbewerber.Telefax;CHARACTER;x(25);
9;Straﬂe;Street;VC_Wettbewerber.Strasse;CHARACTER;x(50);
10;Hausnummer;Street Number;VC_Wettbewerber.Hausnummer;CHARACTER;x(12);
11;Staat;Country;VC_Wettbewerber.Staat;CHARACTER;x(3);
12;Postleitzahl;ZIP Code;VC_Wettbewerber.PLZ;CHARACTER;x(10);
13;Ort;City;VC_Wettbewerber.Ort;CHARACTER;x(30);
14;Bundesland;State;VC_Wettbewerber.Bundesland;CHARACTER;x(3);
15;PLZ Postfach;ZIP PO Box;VC_Wettbewerber.PLZ_Postfach;CHARACTER;x(10);
16;Postfach;PO Box;VC_Wettbewerber.Postfach;CHARACTER;x(30);
17;E-Mail;E-Mail Specialist;VC_Wettbewerber.EMail;CHARACTER;x(254);
18;Homepage;Homepage;VC_Wettbewerber.HomePage;CHARACTER;x(60);
19;L‰ngengrad;Longitude;VC_Wettbewerber.Longitude;DECIMAL;-zz9.9999999999;
20;Breitengrad;Latitude;VC_Wettbewerber.Latitude;DECIMAL;-zz9.9999999999;
21;Bemerkung;Remarks;VC_Wettbewerber.Bemerkung;CHARACTER;x(255);
