M_RessAltGr.AltGruppe;M_RessAltGrSpr.Bezeichnung;M_RessAltGr.RessArt;M_RessAltGr.Archived
;;0;no
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Alternativgruppe;Alternate Group;M_RessAltGr.AltGruppe;CHARACTER;x(20);
2;Bezeichnung;Description;M_RessAltGrSpr.Bezeichnung;CHARACTER;x(70);
3;Ressourcenart;Resource Category;M_RessAltGr.RessArt;INTEGER;99;
4;archiviert;Archived Alternate Resource Group;M_RessAltGr.Archived;LOGICAL;ja/nein;
