JBT_Project.Projekt;JBT_Project.Suchbegriff;DBM_ShortDescription.ShortDesc1;DBM_ShortDescription.ShortDesc2;DBM_ShortDescription.ShortDesc3;DBM_ShortDescription.ShortDesc4;JBT_Project.Projektstatus;JBT_Project.Sachbearbeiter;JBT_Project.Verteilergruppe;JBT_Project.Mitarbeiter;JBT_Project.Kalendernummer;JBT_Project.Kunde;JBT_Project.MMM_CusRefOrder_ID;JBT_Project.Starttermin;JBT_Project.Endtermin;JBT_Project.StartScheduled;JBT_Project.EndScheduled;JBT_Project.PSCFormat;JBT_Project.BlockLoadSetting;JBT_Project.DemandDateSetting;JBT_Project.freeActPlan;JBT_Project.freeDataEntry;JBT_Project.ExternerPL;JBT_Project.DMSStatus;JBT_Project.Interessent;S_KoTraeger.KostenTraeger;JBT_Project.Lagergruppe;JBT_Project.lastSchedule;JBT_Project.lfdnr;JBT_Project.ProjectID;JBT_Project.Template;S_Adresse.AdressNr;S_Adresse.Name1;S_Adresse.Staat;S_Adresse.Ort;S_Adresse.Suchbegriff;S_Adresse.Selektion;S_Adresse.BriefAnrede;S_Adresse.Anrede;S_Adresse.Titel;S_Adresse.Vorname;S_Adresse.Name2;S_Adresse.Name3;S_Adresse.PLZ;S_Adresse.CityPrefix;S_Adresse.CityPostfix;S_Adresse.StreetPrefix;S_Adresse.Strasse;S_Adresse.StreetPostfix;S_Adresse.Hausnummer;S_Adresse.Bundesland;S_Adresse.PLZ_Postfach;S_Adresse.Postfach;S_Adresse.Telefonbuch;S_Adresse.EMail;S_Adresse.HomePage;S_Adresse.Handy;S_Adresse.Telefon;S_Adresse.AutoTelefon;S_Adresse.Telefax;S_Adresse.Telefon2;S_Adresse.Telefax2;S_Adresse.Longitude;S_Adresse.Latitude;c_JBT_PROJECTaddressnoempty;JBT_project.Wiedervorlage;SBM_ProfitCenter.SBM_ProfitCenter_ID;UJM_ProjectType.UJM_ProjectType_ID
;;;;;;b;;;0;?;0;;?;?;?;?;9;1;1;yes;yes;?;0;0;;0;?;0;0;no;0;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;0;0;;?;;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
26;Kostentr‰ger;Cost Object;S_KoTraeger.KostenTraeger;CHARACTER;x(20);
27;Dispobereich;MRP Area;JBT_Project.Lagergruppe;INTEGER;zzzzzzz9;
28;lz Terminierung;Date of Last Scheduling;JBT_Project.lastSchedule;DATE;99.99.9999;
29;laufende Nr;Counter;JBT_Project.lfdnr;INTEGER;zzz9;
30;ProjektNr;Project No.;JBT_Project.ProjectID;INTEGER;zzzzzzz9;
31;Projektvorlage;Project Template;JBT_Project.Template;LOGICAL;ja/nein;
32;Adressnummer;Address Number;S_Adresse.AdressNr;INTEGER;zzzzzzz9;
33;Name;Name 1;S_Adresse.Name1;CHARACTER;x(80);
34;Staat;Country;S_Adresse.Staat;CHARACTER;x(3);
35;Ort;City;S_Adresse.Ort;CHARACTER;x(30);
36;Suchbegriff;Search Term;S_Adresse.Suchbegriff;CHARACTER;x(12);
37;Selektion;Selection;S_Adresse.Selektion;CHARACTER;x(20);
38;Briefanrede;Letter Salutation;S_Adresse.BriefAnrede;CHARACTER;x(50);
39;Anrede;Salutation;S_Adresse.Anrede;CHARACTER;x(30);
40;Titel;Title;S_Adresse.Titel;CHARACTER;x(50);
41;Vorname;First Name;S_Adresse.Vorname;CHARACTER;x(80);
42;Name 2;Name 2;S_Adresse.Name2;CHARACTER;x(80);
43;Name 3;Name 3;S_Adresse.Name3;CHARACTER;x(80);
44;Postleitzahl;ZIP Code;S_Adresse.PLZ;CHARACTER;x(10);
45;Prefix Ort;Prefix City;S_Adresse.CityPrefix;CHARACTER;x(40);
46;Postfix Ort;Postfix City;S_Adresse.CityPostfix;CHARACTER;x(40);
47;Prefix Straﬂe;Prefix Street;S_Adresse.StreetPrefix;CHARACTER;x(40);
48;Straﬂe;Street;S_Adresse.Strasse;CHARACTER;x(50);
49;Postfix Straﬂe;Postfix Street;S_Adresse.StreetPostfix;CHARACTER;x(40);
50;Hausnummer;Street Number;S_Adresse.Hausnummer;CHARACTER;x(12);
51;Bundesland;State;S_Adresse.Bundesland;CHARACTER;x(3);
52;PLZ Postfach;ZIP PO Box;S_Adresse.PLZ_Postfach;CHARACTER;x(10);
53;Postfach;PO Box;S_Adresse.Postfach;CHARACTER;x(30);
54;Telefonbuch;Manage Address in Central Telephone Book;S_Adresse.Telefonbuch;LOGICAL;ja/nein;
55;E-Mail;E-Mail;S_Adresse.EMail;CHARACTER;x(254);
56;Homepage;Homepage;S_Adresse.HomePage;CHARACTER;x(60);
57;Handy;Cell Phone;S_Adresse.Handy;CHARACTER;x(25);
58;Telefon;Telephone;S_Adresse.Telefon;CHARACTER;x(25);
59;Autotelefon;Car Phone;S_Adresse.AutoTelefon;CHARACTER;x(25);
60;Telefax;Fax;S_Adresse.Telefax;CHARACTER;x(25);
61;Telefon 2;Telephone 2;S_Adresse.Telefon2;CHARACTER;x(25);
62;Telefax 2;Fax 2;S_Adresse.Telefax2;CHARACTER;x(25);
63;L‰ngengrad;Longitude;S_Adresse.Longitude;DECIMAL;-zz9.9999999999;
64;Breitengrad;Latitude;S_Adresse.Latitude;DECIMAL;-zz9.9999999999;
65;c_JBT_PROJECTaddressnoempty;;;;;
66;Wiedervorlage;ToDo;JBT_project.Wiedervorlage;DATE;99.99.9999;
67;Profitcenter;Profit Center;SBM_ProfitCenter.SBM_ProfitCenter_ID;CHARACTER;x(20);
68;Projektart;Project Category;UJM_ProjectType.UJM_ProjectType_ID;CHARACTER;x(2);
