JBT_Project.Projekt;JBT_Project.Suchbegriff;DBM_ShortDescription.ShortDesc1;DBM_ShortDescription.ShortDesc2;DBM_ShortDescription.ShortDesc3;DBM_ShortDescription.ShortDesc4;JBT_Project.Projektstatus;JBT_Project.Sachbearbeiter;JBT_Project.Verteilergruppe;JBT_Project.Mitarbeiter;JBT_Project.Kalendernummer;JBT_Project.Kunde;JBT_Project.MMM_CusRefOrder_ID;JBT_Project.Starttermin;JBT_Project.Endtermin;JBT_Project.StartScheduled;JBT_Project.EndScheduled;JBT_Project.PSCFormat;JBT_Project.BlockLoadSetting;JBT_Project.DemandDateSetting;JBT_Project.freeActPlan;JBT_Project.freeDataEntry;JBT_Project.ExternerPL;JBT_Project.DMSStatus;JBT_Project.Interessent;S_KoTraeger.KostenTraeger;JBT_Project.Lagergruppe;JBT_Project.lastSchedule;JBT_Project.lfdnr;JBT_Project.ProjectID;JBT_Project.Template;S_Adresse.AdressNr;S_Adresse.Name1;S_Adresse.Staat;S_Adresse.Ort;S_Adresse.Suchbegriff;S_Adresse.Selektion;S_Adresse.BriefAnrede;S_Adresse.Anrede;S_Adresse.Titel;S_Adresse.Vorname;S_Adresse.Name2;S_Adresse.Name3;S_Adresse.PLZ;S_Adresse.CityPrefix;S_Adresse.CityPostfix;S_Adresse.StreetPrefix;S_Adresse.Strasse;S_Adresse.StreetPostfix;S_Adresse.Hausnummer;S_Adresse.Bundesland;S_Adresse.PLZ_Postfach;S_Adresse.Postfach;S_Adresse.Telefonbuch;S_Adresse.EMail;S_Adresse.HomePage;S_Adresse.Handy;S_Adresse.Telefon;S_Adresse.AutoTelefon;S_Adresse.Telefax;S_Adresse.Telefon2;S_Adresse.Telefax2;S_Adresse.Longitude;S_Adresse.Latitude;c_JBT_PROJECTaddressnoempty;JBT_project.Wiedervorlage;SBM_ProfitCenter.SBM_ProfitCenter_ID;UJM_ProjectType.UJM_ProjectType_ID
;;;;;;b;;;0;?;0;;?;?;?;?;9;1;1;yes;yes;?;0;0;;0;?;0;0;no;0;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;0;0;;?;;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Projekt;Project;JBT_Project.Projekt;CHARACTER;x(20);
2;Suchbegriff;Search Term;JBT_Project.Suchbegriff;CHARACTER;x(12);
3;Bezeichnung;Description 1;DBM_ShortDescription.ShortDesc1;CHARACTER;x(80);
4;Bezeichnung 2;Description 2;DBM_ShortDescription.ShortDesc2;CHARACTER;x(80);
5;Bezeichnung 3;Description 3;DBM_ShortDescription.ShortDesc3;CHARACTER;x(80);
6;Bezeichnung 4;Description 4;DBM_ShortDescription.ShortDesc4;CHARACTER;x(80);
7;Projektstatus;Project Status;JBT_Project.Projektstatus;CHARACTER;x(3);
8;Sachbearbeiter;Specialist;JBT_Project.Sachbearbeiter;CHARACTER;x(12);
9;Verteilergruppe;Work Group;JBT_Project.Verteilergruppe;CHARACTER;x(6);
10;Projektleiter;Project Manager;JBT_Project.Mitarbeiter;INTEGER;zzzzz9;
11;Projektkalender;Calendar Number;JBT_Project.Kalendernummer;INTEGER;zzzzzzz9;
12;Kunde;Customer;JBT_Project.Kunde;INTEGER;zzzzzzzz;
13;Kommissionsnummer;CRO Number;JBT_Project.MMM_CusRefOrder_ID;CHARACTER;x(16);
14;Starttermin;Start Date;JBT_Project.Starttermin;DATE;99.99.9999;
15;Endtermin;End Date;JBT_Project.Endtermin;DATE;99.99.9999;
16;Start terminiert;Scheduled Start Date;JBT_Project.StartScheduled;DATE;99.99.9999;
17;Ende terminiert;Scheduled End Date;JBT_Project.EndScheduled;DATE;99.99.9999;
18;PSC-Format;PSC Format;JBT_Project.PSCFormat;CHARACTER;x(60);
19;BlockeinlastEinst;Block Load Setting;JBT_Project.BlockLoadSetting;INTEGER;z9;
20;BedarfsterminEinst;Demand Date Setting;JBT_Project.DemandDateSetting;INTEGER;z9;
21;freie Planung;Free Planning;JBT_Project.freeActPlan;LOGICAL;ja/nein;
22;freie R¸ckmeldung;Free Data Entry;JBT_Project.freeDataEntry;LOGICAL;ja/nein;
23;ExternerPL;External Project Manager;JBT_Project.ExternerPL;INTEGER;zzzzzzz9;
24;DMS-Status;DMS Status;JBT_Project.DMSStatus;INTEGER;9;
25;Kontakt;Prospect;JBT_Project.Interessent;INTEGER;zzzzzzzz;
