M_PackOrt.Packmittel;M_PackOrt.LagerOrt
;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Packmittel;Packaging Material;M_PackOrt.Packmittel;CHARACTER;x(20);
2;Lagerort;Storage Area;M_PackOrt.LagerOrt;INTEGER;zzzzzzz9;
