c_Index;VS_AuftragPos.BelegNummer;VS_AuftragPos.PositionsNr;VS_AuftragPos.Auftragsstatus;VS_AuftragMKT.Satzart;VS_AuftragMKT.LfdNr_Pos;VS_AuftragMKT.LfdNr_Akt;VS_AuftragMKT.LfdNr;VS_AuftragMKT.Faktura;VS_AuftragMKT.geplant;VS_AuftragMKT.Aktivitaet;VS_AuftragMKT.Artikel;VS_AuftragMKT.AktArt;VS_AuftragMKT.BasisRessArt;VS_AuftragMKT.RessGruppe;VS_AuftragMKT.BasisRessource;VS_AuftragMKT.AltGruppe;VS_AuftragMKT.JeTeil;VS_AuftragMKT.Zeit;VS_AuftragMKT.Zeiteinheit;VS_AuftragMKT.Kommission;VS_AuftragMKT.MMM_CusRefOrder_ID;VS_AuftragMKT.KostenArtenGruppe;VS_AuftragMKT.VersandArt;VS_AuftragMKT.Versandtermin;VS_AuftragMKT.Berechnung;VS_AuftragMKT.Einzelpreis;VS_AuftragMKT.Wert_RZ_1;VS_AuftragMKT.Wert_RZ_Art_1;VS_AuftragMKT.Wert_RZ_2;VS_AuftragMKT.Wert_RZ_Art_2;VS_AuftragMKT.proz_RZ_1;VS_AuftragMKT.proz_RZ_Art_1;VS_AuftragMKT.proz_RZ_2;VS_AuftragMKT.proz_RZ_Art_2;VS_AuftragMKT.proz_RZ_3;VS_AuftragMKT.proz_RZ_Art_3;VS_AuftragMKT.LagerOrt;VS_AuftragMKT.KO_LagerOrt;VS_AuftragMKT.Einzelmenge;VS_AuftragMKT.Wunschtermin;VS_AuftragMKT.Liefertermin;VS_AuftragMKT.Transportzeit;VS_AuftragMKT.ZeiteinheitT;VS_AuftragMKT.Ursprungszeugnis;VS_AuftragMKT.Kommissionieren;VS_AuftragMKT.Wareneinsatz;VS_AuftragMKT.USTax_TaxFree;VS_AuftragMKT.USTax_Override
;0;1;B;A;0;0;0;no;yes;;;0;0;no;;;yes;0;4;no;;;0;today;0;0;0;;0;;0;;0;;0;;?;?;0;today;?;0;4;no;no;no;?;?
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Index;;;;;
2;Belegnummer;Document Number;VS_AuftragPos.BelegNummer;INTEGER;zzzzzzz9;
3;PosNr (AuftragPos);Line;VS_AuftragPos.PositionsNr;INTEGER;zz9;
4;Auftragsstatus;Order Status;VS_AuftragPos.Auftragsstatus;CHARACTER;x(2);
5;Satzart;Data Segment;VS_AuftragMKT.Satzart;CHARACTER;x;
6;lfdnr_pos (AuftragMKT);Counter Line;VS_AuftragMKT.LfdNr_Pos;INTEGER;zz9;
7;lfdNr Aktivität;Counter Operation;VS_AuftragMKT.LfdNr_Akt;INTEGER;zzz9;
8;laufende Nr;Counter;VS_AuftragMKT.LfdNr;INTEGER;zzz9;
9;Faktura;Invoice;VS_AuftragMKT.Faktura;LOGICAL;ja/nein;
10;geplant;Planned;VS_AuftragMKT.geplant;LOGICAL;ja/nein;
11;Aktivität;Operation;VS_AuftragMKT.Aktivitaet;CHARACTER;x(20);
12;Teil;Part;VS_AuftragMKT.Artikel;CHARACTER;x(20);
13;Aktivitätenart;Operation Category;VS_AuftragMKT.AktArt;INTEGER;99;
14;Ressourcenart;Basic Resource Category;VS_AuftragMKT.BasisRessArt;INTEGER;99;
15;Ressourcengruppe;Resource Group;VS_AuftragMKT.RessGruppe;LOGICAL;ja/nein;
16;Basisressource;Basic Resource;VS_AuftragMKT.BasisRessource;CHARACTER;x(20);
17;Alternativgruppe;Alternate Group;VS_AuftragMKT.AltGruppe;CHARACTER;x(20);
18;je Teil;Per Part;VS_AuftragMKT.JeTeil;LOGICAL;ja/nein;
19;Dauer;Time;VS_AuftragMKT.Zeit;DECIMAL;zzz,zz9.99;
20;Zeiteinheit;Time Unit;VS_AuftragMKT.Zeiteinheit;CHARACTER;9;
21;Kommission;Customer Reference Order;VS_AuftragMKT.Kommission;LOGICAL;ja/nein;
22;Kommissionsnummer;CRO Number;VS_AuftragMKT.MMM_CusRefOrder_ID;CHARACTER;x(16);
23;Kostenartengruppe;Cost Item Group;VS_AuftragMKT.KostenArtenGruppe;CHARACTER;x(6);
