c_Index;VS_AuftragPos.BelegNummer;VS_AuftragPos.PositionsNr;VS_AuftragPos.Auftragsstatus;VS_AuftragMKT.Satzart;VS_AuftragMKT.LfdNr_Pos;VS_AuftragMKT.LfdNr_Akt;VS_AuftragMKT.LfdNr;VS_AuftragMKT.Faktura;VS_AuftragMKT.geplant;VS_AuftragMKT.Aktivitaet;VS_AuftragMKT.Artikel;VS_AuftragMKT.AktArt;VS_AuftragMKT.BasisRessArt;VS_AuftragMKT.RessGruppe;VS_AuftragMKT.BasisRessource;VS_AuftragMKT.AltGruppe;VS_AuftragMKT.JeTeil;VS_AuftragMKT.Zeit;VS_AuftragMKT.Zeiteinheit;VS_AuftragMKT.Kommission;VS_AuftragMKT.MMM_CusRefOrder_ID;VS_AuftragMKT.KostenArtenGruppe;VS_AuftragMKT.VersandArt;VS_AuftragMKT.Versandtermin;VS_AuftragMKT.Berechnung;VS_AuftragMKT.Einzelpreis;VS_AuftragMKT.Wert_RZ_1;VS_AuftragMKT.Wert_RZ_Art_1;VS_AuftragMKT.Wert_RZ_2;VS_AuftragMKT.Wert_RZ_Art_2;VS_AuftragMKT.proz_RZ_1;VS_AuftragMKT.proz_RZ_Art_1;VS_AuftragMKT.proz_RZ_2;VS_AuftragMKT.proz_RZ_Art_2;VS_AuftragMKT.proz_RZ_3;VS_AuftragMKT.proz_RZ_Art_3;VS_AuftragMKT.LagerOrt;VS_AuftragMKT.KO_LagerOrt;VS_AuftragMKT.Einzelmenge;VS_AuftragMKT.Wunschtermin;VS_AuftragMKT.Liefertermin;VS_AuftragMKT.Transportzeit;VS_AuftragMKT.ZeiteinheitT;VS_AuftragMKT.Ursprungszeugnis;VS_AuftragMKT.Kommissionieren;VS_AuftragMKT.Wareneinsatz;VS_AuftragMKT.USTax_TaxFree;VS_AuftragMKT.USTax_Override
;0;1;B;A;0;0;0;no;yes;;;0;0;no;;;yes;0;4;no;;;0;today;0;0;0;;0;;0;;0;;0;;?;?;0;today;?;0;4;no;no;no;?;?
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
24;Versandart;Shipping Type;VS_AuftragMKT.VersandArt;INTEGER;zz9;
25;Versandtermin;Shipping Date;VS_AuftragMKT.Versandtermin;DATE;99.99.9999;
26;Fakturakennzeichen;Billing;VS_AuftragMKT.Berechnung;INTEGER;z9;
27;Einzelpreis;Unit Price;VS_AuftragMKT.Einzelpreis;DECIMAL;z,zzz,zz9.99-;
28;wertm R/Z;Value Discount/Surcharge 1;VS_AuftragMKT.Wert_RZ_1;DECIMAL;z,zzz,zz9.99-;
29;wm Rab-/ZuArt;Type of Value Discount/Surcharge 1;VS_AuftragMKT.Wert_RZ_Art_1;CHARACTER;x(3);
30;wertm R/Z 2;Value Discount/Surcharge 2;VS_AuftragMKT.Wert_RZ_2;DECIMAL;z,zzz,zz9.99-;
31;wm Rab-/ZuArt 2;Type of Value Discount/Surcharge 2;VS_AuftragMKT.Wert_RZ_Art_2;CHARACTER;x(3);
32;% R/Z;Percentage Discount/Surcharge 1;VS_AuftragMKT.proz_RZ_1;DECIMAL;-z9.99%;
33;% Rab-/ZuArt;Type of Percentage Discount/Surcharge 1;VS_AuftragMKT.proz_RZ_Art_1;CHARACTER;x(3);
34;% R/Z 2;Percentage Discount/Surcharge 2;VS_AuftragMKT.proz_RZ_2;DECIMAL;-z9.99%;
35;% Rab-/ZuArt 2;Type of Percentage Discount/Surcharge 2;VS_AuftragMKT.proz_RZ_Art_2;CHARACTER;x(3);
36;% R/Z 3;Percentage Discount/Surcharge 3;VS_AuftragMKT.proz_RZ_3;DECIMAL;-z9.99%;
37;% Rab-/ZuArt 3;Type of Percentage Discount/Surcharge 3;VS_AuftragMKT.proz_RZ_Art_3;CHARACTER;x(3);
38;Lagerort;Storage Area;VS_AuftragMKT.LagerOrt;INTEGER;zzzzzzz9;
39;KonsigLagerort;Consignment Storage Area;VS_AuftragMKT.KO_LagerOrt;INTEGER;zzzzzzz9;
40;Einzelmenge;Unit Quantity;VS_AuftragMKT.Einzelmenge;DECIMAL;-zzz,zzz,zz9.999;
41;Wunschtermin;Requested Date;VS_AuftragMKT.Wunschtermin;DATE;99.99.9999;
42;Liefertermin;Delivery Date;VS_AuftragMKT.Liefertermin;DATE;99.99.9999;
43;Transportzeit;Transport Time;VS_AuftragMKT.Transportzeit;INTEGER;zzzzz9;
44;Zeiteinheit tt;Time Unit tt;VS_AuftragMKT.ZeiteinheitT;CHARACTER;9;
45;Präferenz;Preference;VS_AuftragMKT.Ursprungszeugnis;LOGICAL;ja/nein;
46;kommissionieren;Stage;VS_AuftragMKT.Kommissionieren;LOGICAL;ja/nein;
47;Wareneinsatz;Cost of Goods Sold;VS_AuftragMKT.Wareneinsatz;LOGICAL;ja/nein;
48;steuerfrei;Tax-Free;VS_AuftragMKT.USTax_TaxFree;LOGICAL;ja/nein;
49;abw Besteuerung;Different Taxation;VS_AuftragMKT.USTax_Override;LOGICAL;ja/nein;
