BS_Merkm.SMArt;BS_Merkm.SMLeiste;BS_Merkm.Merkmal;BS_MerkmSpr.Bezeichnung;BS_Merkm.FormelNr;BS_Merkm.FeldFormat;BS_MerkmSpr.EinheitBez;BS_Merkm.AnzeigeFolge;BS_Merkm.automatisch;BS_Merkm.Auspr_automatisch;BS_Merkm.EingabeZwang;BS_Merkm.Drucken;BS_Merkm.DefaultAuspr;c_XXXmmlauto;BS_Merkm.uCW_IndexSpecification;BS_Merkm.uCW_IndexSpecificationDesc
;;;;0;x(20);;0;no;no;no;yes;;;no;no
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Merkmalsart;ClassSystem Type;BS_Merkm.SMArt;CHARACTER;x(3);
2;Merkmalsleiste;Classification System;BS_Merkm.SMLeiste;CHARACTER;x(8);
3;Merkmal;Feature;BS_Merkm.Merkmal;CHARACTER;x(6);
4;Bezeichnung;Description Feature;BS_MerkmSpr.Bezeichnung;CHARACTER;x(20);
5;Formel;Formula No.;BS_Merkm.FormelNr;INTEGER;z9;
6;Anzeigeformat;Display Format;BS_Merkm.FeldFormat;CHARACTER;x(30);
7;EinheitsBez;Description Unit of Feature;BS_MerkmSpr.EinheitBez;CHARACTER;x(8);
8;Anzeigefolge;Display Sequence;BS_Merkm.AnzeigeFolge;INTEGER;zz9;
9;automatisch;Automatic;BS_Merkm.automatisch;LOGICAL;ja/nein;
10;Auspr automatisch;Auto Create Specification;BS_Merkm.Auspr_automatisch;LOGICAL;ja/nein;
11;Eingabezwang;Required Entry;BS_Merkm.EingabeZwang;LOGICAL;ja/nein;
12;drucken;Print;BS_Merkm.Drucken;LOGICAL;ja/nein;
13;Default-Ausprägung;Default Specification;BS_Merkm.DefaultAuspr;CHARACTER;x(20);
14;Automatically Create Classification System;;;;;
15;Auspr indizieren;Index Specifications;BS_Merkm.uCW_IndexSpecification;LOGICAL;ja/nein;
16;APBez indizieren;Index Specification Descriptions;BS_Merkm.uCW_IndexSpecificationDesc;LOGICAL;ja/nein;
