OriginA,DestinationA,OriginB,DestinationB,aDist,aTime,bDist,bTime,overlapDist,overlapTime,aBeforeDist,aBeforeTime,bBeforeDist,bBeforeTime,aAfterDist,aAfterTime,bAfterDist,bAfterTime
"5.373588,-3.998759","5.327810,-4.005012","5.373588,-3.998759","5.327810,-4.005012",5.348,12.9,5.348,12.9,5.348,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"5.373588,-3.998759","5.327810,-4.005012","5.361826,-3.990009","5.322763,-4.002270",5.348,12.9,5.868,15.0,4.35,10.45,1.042,2.9166666666666665,0.856,2.066666666666667,0.194,0.8333333333333334,1.148,3.6666666666666665
"5.373588,-3.998760","5.327810,-4.005013","5.368385,-4.006019","5.335087,-3.995491",5.348,12.916666666666666,6.116,16.3,3.857,9.2,0.595,1.8,0.86,3.9833333333333334,0.896,1.8833333333333333,1.399,3.0833333333333335
"5.373588,-3.998761","5.327810,-4.005014","5.355748,-3.969820","5.333238,-4.006999",5.348,12.916666666666666,6.366,15.35,0.872,2.1166666666666667,3.555,8.533333333333333,4.943,11.083333333333334,0.917,2.05,0.547,1.95
"5.373588,-3.998762","5.327810,-4.005015","5.392951,-3.975507","5.347369,-4.003102",5.348,12.916666666666666,10.556,24.766666666666666,0.0,0.0,3.528,8.433333333333334,9.882,22.783333333333335,1.818,4.433333333333334,0.672,1.9166666666666667
"5.361826,-3.990009","5.322763,-4.002270","5.368385,-4.006019","5.335087,-3.995491",5.868,15.0,6.116,16.3,3.166,7.7,0.845,2.183333333333333,1.551,5.5,1.856,5.1,1.399,3.0833333333333335
"5.355748,-3.969820","5.333238,-4.006999","5.392951,-3.975507","5.347369,-4.003102",6.366,15.35,10.556,24.766666666666666,4.544,9.183333333333334,0.355,1.6333333333333333,5.322,13.5,1.465,4.4,0.69,2.033333333333333
