DRC_Instance.DRC_Instance_ID;BU_ProgFunktion.Funktion;BU_ProgFunktion.freigegebene_Gruppen
;;*
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Instance Name;Instance Name;DRC_Instance.DRC_Instance_ID;CHARACTER;x(60);
2;Funktion;Function;BU_ProgFunktion.Funktion;CHARACTER;x(20);
3;freigeg Gruppen;Released Groups;BU_ProgFunktion.freigegebene_Gruppen;CHARACTER;x(255);
