M_Aktivitaet.Aktivitaet;M_Aktivitaet.AktArt;M_Aktivitaet.Suchbegriff;M_Aktivitaet.verbunden;M_Aktivitaet.BasisRessArt;M_Aktivitaet.BasisRessource;M_Aktivitaet.RessPos;M_Aktivitaet.Ruestaktivitaet;M_Aktivitaet.TR;M_Aktivitaet.ZeitEinheitTr;M_Aktivitaet.TE;M_Aktivitaet.ZeitEinheitTe;M_Aktivitaet.ZeitMengenEinheit;M_Aktivitaet.ZeitEinheitZeitraum;M_Aktivitaet.BasisIntensitaet;M_Aktivitaet.ProdMngFaktor;M_Aktivitaet.MengeTeillos;M_Aktivitaet.Unterbrechbar;M_Aktivitaet.AnzahlUnterbrechungen;M_Aktivitaet.Zeitraum;M_Aktivitaet.minZwischenZeit;M_Aktivitaet.ZwischenzeitZE;M_Aktivitaet.RessGruppe;M_Aktivitaet.AltGruppe;M_Aktivitaet.RueckmeldeKz;M_Aktivitaet.KostenArtenGruppe;M_Aktivitaet.LohnArt;M_Aktivitaet.MehrMaschFaktor;M_Aktivitaet.AnzahlRMS;M_Aktivitaet.AnzahlLS;M_Aktivitaet.Pruefplan;M_Aktivitaet.NcProgrammnummer;M_Aktivitaet.AktKlasse;M_Aktivitaet.Artikel;M_Aktivitaet.Lieferant;M_Aktivitaet.Lieferzeit;M_Aktivitaet.konsignationslager;M_Aktivitaet.Lieferzeiteinheit;M_Aktivitaet.FormelDec11;M_Aktivitaet.FormelDec12;M_Aktivitaet.FormelDec13;M_Aktivitaet.FormelDec21;M_Aktivitaet.FormelDec22;M_Aktivitaet.FormelInt3;M_Aktivitaet.FormelInt4;M_Aktivitaet.FormelInt5;M_Aktivitaet.FormelInt1;M_Aktivitaet.FormelInt2;M_Aktivitaet.FormelPks3;M_Aktivitaet.FormelPks4;M_Aktivitaet.FormelPks5;M_Aktivitaet.FormelPks6;M_Aktivitaet.FormelPks7;M_Aktivitaet.FormelPks8;M_Aktivitaet.FormelPks9;M_Aktivitaet.FormelPks10;M_Aktivitaet.FormelPks1;M_Aktivitaet.FormelPks2;M_Aktivitaet.Mengenfaktor;M_Aktivitaet.AktFormel;M_Aktivitaet.Mindestmenge;M_Aktivitaet.Ueberlieferung;M_Aktivitaet.Unterlieferung;M_Aktivitaet.CheckTimeQM;M_Aktivitaet.CheckTypeQM;M_Aktivitaet.Gewicht;M_Aktivitaet.LieferzeitMenge;M_Aktivitaet.ZeitMengenEinheitLZ;M_Aktivitaet.SQUnitFactor;M_Aktivitaet.Listenpreis;SBM_CustomsTariffNo.SBM_CustomsTariffNo_ID;M_Aktivitaet.CustomsTariffOrigin;M_AktivitaetEK.Preis;M_AktivitaetEK.Wert_RZ_1;M_AktivitaetEK.Wert_RZ_2;M_AktivitaetEK.Proz_RZ_1;M_AktivitaetEK.Proz_RZ_2;M_AktivitaetEK.Proz_RZ_3;M_Aktivitaet.PackInstruct;M_Aktivitaet.FillQuantity;M_Aktivitaet.ProdMngFaktor;M_Aktivitaet.Zeitwahl;M_Aktivitaet.Zeit;M_Aktivitaet.ZeitEinheit
;0;;no;0;;0;no;0;1;0;1;0;1;1;1;0;no;1;0;0;1;no;;0;;;100;1;1;;;;;0;0;?;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;0;0;100;100;None;LotSize;0;0;0;1;yes;;1;0;0;0;0;0;0;;0;1;no;0;1
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
35;Lieferant;Supplier;M_Aktivitaet.Lieferant;INTEGER;zzzzzzzz;
36;Lieferzeit;Delivery Time;M_Aktivitaet.Lieferzeit;DECIMAL;zzz,zz9.99;
37;KonsigLagerort;Consignment Area;M_Aktivitaet.konsignationslager;INTEGER;zzzzzzz9;
38;ZE Lieferzeit;Time Unit Delivery Time;M_Aktivitaet.Lieferzeiteinheit;CHARACTER;9;
39;Decimal1;Formula Element Type Decimal1;M_Aktivitaet.FormelDec1;DECIMAL;->>,>>9.99;
40;Decimal2;Formula Element Type Decimal2;M_Aktivitaet.FormelDec1;DECIMAL;->>,>>9.99;
41;Decimal3;Formula Element Type Decimal3;M_Aktivitaet.FormelDec1;DECIMAL;->>,>>9.99;
42;Decimal 21;Formula Element Type Decimal1;M_Aktivitaet.FormelDec2;DECIMAL;->>,>>9.999;
43;Decimal 22;Formula Element Type Decimal2;M_Aktivitaet.FormelDec2;DECIMAL;->>,>>9.999;
44;Integer1;Formula Element Type Integer1;M_Aktivitaet.FormelInt;INTEGER;->,>>>,>>9;
45;Integer2;Formula Element Type Integer2;M_Aktivitaet.FormelInt;INTEGER;->,>>>,>>9;
46;Integer3;Formula Element Type Integer3;M_Aktivitaet.FormelInt;INTEGER;->,>>>,>>9;
47;Integer4;Formula Element Type Integer4;M_Aktivitaet.FormelInt;INTEGER;->,>>>,>>9;
48;Integer5;Formula Element Type Integer5;M_Aktivitaet.FormelInt;INTEGER;->,>>>,>>9;
49;character1;Formel-PKS1;M_Aktivitaet.FormelPks;CHARACTER;x(60);
50;character2;Formel-PKS2;M_Aktivitaet.FormelPks;CHARACTER;x(60);
51;character3;Formel-PKS3;M_Aktivitaet.FormelPks;CHARACTER;x(60);
52;character4;Formel-PKS4;M_Aktivitaet.FormelPks;CHARACTER;x(60);
53;character5;Formel-PKS5;M_Aktivitaet.FormelPks;CHARACTER;x(60);
54;character6;Formel-PKS6;M_Aktivitaet.FormelPks;CHARACTER;x(60);
55;character7;Formel-PKS7;M_Aktivitaet.FormelPks;CHARACTER;x(60);
56;character8;Formel-PKS8;M_Aktivitaet.FormelPks;CHARACTER;x(60);
57;character9;Formel-PKS9;M_Aktivitaet.FormelPks;CHARACTER;x(60);
58;character10;Formel-PKS10;M_Aktivitaet.FormelPks;CHARACTER;x(60);
59;Mengenfaktor;Storage Units of Measure per Order Unit of Measure;M_Aktivitaet.Mengenfaktor;DECIMAL;zzz,zz9.9999999;
60;Formel;OprFormul;M_Aktivitaet.AktFormel;INTEGER;z9;
61;% Mindestmenge;Minimum Quantity;M_Aktivitaet.Mindestmenge;DECIMAL;zz9%;
62;Überlieferung;Excess Delivery;M_Aktivitaet.Ueberlieferung;DECIMAL;zz9%;
63;Unterlieferung;Shortage Delivery;M_Aktivitaet.Unterlieferung;DECIMAL;zz9%;
64;Prüfungszeitpunkt;Time of Check;M_Aktivitaet.CheckTimeQM;CHARACTER;x(20);
65;Prüfungsart;Type of Check;M_Aktivitaet.CheckTypeQM;CHARACTER;x(20);
66;Gewicht;Weight;M_Aktivitaet.Gewicht;DECIMAL;zzz,zz9.9999;
67;Lieferzeit/ZME;Delivery Time per Time Unit of Measure;M_Aktivitaet.LieferzeitMenge;DECIMAL;zzz,zz9.99;
68;ZME/LZ;Time Unit of Measure Delivery Time;M_Aktivitaet.ZeitMengenEinheitLZ;INTEGER;zz9;
69;Faktor LME-BME;Storage Units of Measure per Special Unit of Measure;M_Aktivitaet.SQUnitFactor;DECIMAL;z,zz9.9999;
70;Listenpreis;List Price;M_Aktivitaet.Listenpreis;LOGICAL;ja/nein;
71;stat Warennummer;Commodity Code;SBM_CustomsTariffNo.SBM_CustomsTariffNo_ID;CHARACTER;x(20);
72;Herkunft stat WaNr;Origin Commodity Code;M_Aktivitaet.CustomsTariffOrigin;INTEGER;9;
73;Preis;Price;M_AktivitaetEK.Preis;DECIMAL;z,zzz,zz9.99;
74;wertm R/Z;Value Discount/Surcharge 1;M_AktivitaetEK.Wert_RZ_1;DECIMAL;z,zzz,zz9.99-;
75;wertm R/Z 2;Value Discount/Surcharge 2;M_AktivitaetEK.Wert_RZ_2;DECIMAL;z,zzz,zz9.99-;
76;% R/Z;Percentage Discount/Surcharge 1;M_AktivitaetEK.Proz_RZ_1;DECIMAL;-z9.99%;
77;% R/Z 2;Percentage Discount/Surcharge 2;M_AktivitaetEK.Proz_RZ_2;DECIMAL;-z9.99%;
78;% R/Z 3;Percentage Discount/Surcharge 3;M_AktivitaetEK.Proz_RZ_3;DECIMAL;-z9.99%;
79;VerpVorschrift;Packaging Instruction;M_Aktivitaet.PackInstruct;CHARACTER;x(20);
80;Füllmenge;Fill Quantity;M_Aktivitaet.FillQuantity;DECIMAL;zzz,zzz,zz9.999;
81;ProdMengenfaktor;Proportional Work Order Quantity per Operation;M_Aktivitaet.ProdMngFaktor;DECIMAL;zzz,zz9.9999999;
82;Zeitwahl;Time Selection;M_Aktivitaet.Zeitwahl;LOGICAL;ja/nein;
83;Zeit;Time;M_Aktivitaet.Zeit;DECIMAL;zzz,zz9.99;
84;Zeiteinheit;Time Unit;M_Aktivitaet.ZeitEinheit;CHARACTER;9;
