M_RessAlt.AltGruppe;M_RessAlt.Ressource;M_RessAlt.Prioritaet
;;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Alternativgruppe;Alternate Group;M_RessAlt.AltGruppe;CHARACTER;x(20);
2;Ressource;Resource;M_RessAlt.Ressource;CHARACTER;x(20);
3;Priorität;Priority;M_RessAlt.Prioritaet;INTEGER;z9;
