PMM_BomHead.Part;PMM_BomHead.PartVariant;PMM_BomLine.BomLinePosition;PMM_BomLine.Part;PMM_BomLine.PartVariant;PMM_BomLine.Quantity;PMM_BomLine.BomFormula;PMM_BomLine.GrossQuantity;PMM_BomLine.CADBomPosition;PMM_BomLine.BomLineUsageCategory;PMM_BomLine.StorageArea;PMM_BomLine.UnitOfMeasure;PMM_BomLine.QuantityFactor;PMM_BomLine.ScrapFactor;DBM_ShortDescription.ShortDesc1;DBM_ShortDescription.ShortDesc2;DBM_ShortDescription.ShortDesc3;DBM_ShortDescription.ShortDesc4;c_XXXmewarnung;c_XXXmfwarnung;c_XXXstuecklistenkopfauto;PMM_BomLine.FormulaChr1;PMM_BomLine.FormulaChr2;PMM_BomLine.FormulaChr3;PMM_BomLine.FormulaChr4;PMM_BomLine.FormulaChr5;PMM_BomLine.FormulaChr6;PMM_BomLine.FormulaChr7;PMM_BomLine.FormulaChr8;PMM_BomLine.FormulaChr9;PMM_BomLine.FormulaChr10;PMM_BomLine.FormulaDec11;PMM_BomLine.FormulaDec12;PMM_BomLine.FormulaDec13;PMM_BomLine.FormulaDec21;PMM_BomLine.FormulaDec22;PMM_BomLine.FormulaInt3;PMM_BomLine.FormulaInt4;PMM_BomLine.FormulaInt5;PMM_BomLine.FormulaInt1;PMM_BomLine.FormulaInt2;PMM_BomLine.FormulaPCS3;PMM_BomLine.FormulaPCS4;PMM_BomLine.FormulaPCS5;PMM_BomLine.FormulaPCS6;PMM_BomLine.FormulaPCS7;PMM_BomLine.FormulaPCS8;PMM_BomLine.FormulaPCS9;PMM_BomLine.FormulaPCS10;PMM_BomLine.FormulaPCS1;PMM_BomLine.FormulaPCS2;PMM_BomLine.IsElectroBOMLine;PMM_BomLine.WOQtyIndepQty;PMM_BomLine.ConsignmentArea;PMM_BomLine.PackagingLevel;PMM_BomLine.PackagingNumber;PMM_BomLine.uCE_LayerOrientation;PMM_BomLine.uCE_NotMounted
;;0;;;1;0;1;;;?;0;1;1;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;no;0;;0;1;0;no
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Teil;Part;PMM_BomHead.Part;CHARACTER;x(20);
2;Variante;Variant;PMM_BomHead.PartVariant;CHARACTER;x(6);
3;Position;BOM Line;PMM_BomLine.BomLinePosition;INTEGER;zzzzz9;
4;Teil;Part;PMM_BomLine.Part;CHARACTER;x(20);
5;Variante;Variant;PMM_BomLine.PartVariant;CHARACTER;x(6);
6;Anzahl;Number;PMM_BomLine.Quantity;INTEGER;zzz9;
7;Formel;Formula Number;PMM_BomLine.BomFormula;INTEGER;z9;
8;Menge brutto;Quantity Gross;PMM_BomLine.GrossQuantity;DECIMAL;-zzz,zzz,zz9.999;
9;ZeichnungsPos;Bubble Number;PMM_BomLine.CADBomPosition;CHARACTER;x(6);
10;Verwendungsart;Usage Category;PMM_BomLine.BomLineUsageCategory;CHARACTER;x(40);
11;Lagerort;Storage Area;PMM_BomLine.StorageArea;INTEGER;zzzzzzz9;
12;StücklistenME;Unit of Measure;PMM_BomLine.UnitOfMeasure;INTEGER;zz9;
13;Stücklistenfaktor;Storage Units of Measure per BOM Unit of Measure;PMM_BomLine.QuantityFactor;DECIMAL;zzz,zz9.9999999;
14;Verschnittfaktor;Scrap per Piece of BOM Line;PMM_BomLine.ScrapFactor;DECIMAL;zzz,zz9.99999;
15;Remark 1;Description 1;DBM_ShortDescription.ShortDesc1;CHARACTER;x(80);
16;Remark 2;Description 2;DBM_ShortDescription.ShortDesc2;CHARACTER;x(80);
17;Remark 3;Description 3;DBM_ShortDescription.ShortDesc3;CHARACTER;x(80);
18;Remark 4;Description 4;DBM_ShortDescription.ShortDesc4;CHARACTER;x(80);
19;MEWarnung;;;;;
20;MFWarnung;;;;;
21;StuecklisteKopfAuto;;;;;
22;character1;Formula Element Type Character1;PMM_BomLine.FormulaChr;CHARACTER;x(10);
23;character2;Formula Element Type Character2;PMM_BomLine.FormulaChr;CHARACTER;x(10);
24;character3;Formula Element Type Character3;PMM_BomLine.FormulaChr;CHARACTER;x(10);
25;character4;Formula Element Type Character4;PMM_BomLine.FormulaChr;CHARACTER;x(10);
26;character5;Formula Element Type Character5;PMM_BomLine.FormulaChr;CHARACTER;x(10);
27;character6;Formula Element Type Character6;PMM_BomLine.FormulaChr;CHARACTER;x(10);
28;character7;Formula Element Type Character7;PMM_BomLine.FormulaChr;CHARACTER;x(10);
29;character8;Formula Element Type Character8;PMM_BomLine.FormulaChr;CHARACTER;x(10);
30;character9;Formula Element Type Character9;PMM_BomLine.FormulaChr;CHARACTER;x(10);
31;character10;Formula Element Type Character10;PMM_BomLine.FormulaChr;CHARACTER;x(10);
32;Decimal1;Formula Element Type Decimal1;PMM_BomLine.FormulaDec1;DECIMAL;->>,>>9.99;
33;Decimal2;Formula Element Type Decimal2;PMM_BomLine.FormulaDec1;DECIMAL;->>,>>9.99;
34;Decimal3;Formula Element Type Decimal3;PMM_BomLine.FormulaDec1;DECIMAL;->>,>>9.99;
35;Decimal 21;Formula Element Type Decimal1;PMM_BomLine.FormulaDec2;DECIMAL;->>,>>9.999;
36;Decimal 22;Formula Element Type Decimal2;PMM_BomLine.FormulaDec2;DECIMAL;->>,>>9.999;
37;Integer1;Formula Element Type Integer1;PMM_BomLine.FormulaInt;INTEGER;->,>>>,>>9;
38;Integer2;Formula Element Type Integer2;PMM_BomLine.FormulaInt;INTEGER;->,>>>,>>9;
39;Integer3;Formula Element Type Integer3;PMM_BomLine.FormulaInt;INTEGER;->,>>>,>>9;
40;Integer4;Formula Element Type Integer4;PMM_BomLine.FormulaInt;INTEGER;->,>>>,>>9;
41;Integer5;Formula Element Type Integer5;PMM_BomLine.FormulaInt;INTEGER;->,>>>,>>9;
42;character1;Formel-PKS1;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
43;character2;Formel-PKS2;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
44;character3;Formel-PKS3;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
45;character4;Formel-PKS4;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
46;character5;Formel-PKS5;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
47;character6;Formel-PKS6;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
48;character7;Formel-PKS7;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
49;character8;Formel-PKS8;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
50;character9;Formel-PKS9;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
51;character10;Formel-PKS10;PMM_BomLine.FormulaPCS;CHARACTER;x(60);
52;Elektrostückliste;Are there associated electro BOM lines?;PMM_BomLine.IsElectroBOMLine;LOGICAL;ja/nein;
53;Bedarf unabhängig;Quantity Independent of Work Order Quantity in BOM Line;PMM_BomLine.WOQtyIndepQty;DECIMAL;-zzz,zzz,zz9.999;
54;Kommissionierzone;Staging Zone;PMM_BomLine.ConsignmentArea;CHARACTER;x(6);
55;Ebene PM Bereitst;Level of Packaging Material for Provision;PMM_BomLine.PackagingLevel;INTEGER;9;
56;Anz PM Bereitst;Number of Packaging Material for Provision;PMM_BomLine.PackagingNumber;INTEGER;z9;
57;Lagenorientierung;Layer Orientation;PMM_BomLine.uCE_LayerOrientation;INTEGER;9;
58;nicht bestückt;Not Stocked;PMM_BomLine.uCE_NotMounted;LOGICAL;ja/nein;
