E_RA_Kopf.BelegNummer;E_RA_Pos.PositionsNr;E_RA_Pos.Artikel;E_RA_Pos.Menge;E_RA_Pos.Mindestmenge;E_RA_Pos.Gewicht;E_RA_Pos.Einzelpreis;E_RA_Pos.Wert_RZ_1;E_RA_Pos.Wert_RZ_2;E_RA_Pos.Wert_RZ_Art_1;E_RA_Pos.Wert_RZ_Art_2;E_RA_Pos.proz_RZ_1;E_RA_Pos.proz_RZ_2;E_RA_Pos.proz_RZ_3;E_RA_Pos.proz_RZ_Art_1;E_RA_Pos.proz_RZ_Art_2;E_RA_Pos.proz_RZ_Art_3;E_RA_Pos.H_Incoterm;E_RA_Pos.H_Lieferbedingung
0;1;;0;0;0;0;0;0;;;0;0;0;;;;;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Belegnummer;Document Number;E_RA_Kopf.BelegNummer;INTEGER;zzzzzzz9;
2;Position;Line;E_RA_Pos.PositionsNr;DECIMAL;zz9.9;
3;Teil;Part;E_RA_Pos.Artikel;CHARACTER;x(20);
4;Menge;Quantity;E_RA_Pos.Menge;DECIMAL;zzz,zzz,zz9.999;
5;Mindestmenge;Minimum Quantity;E_RA_Pos.Mindestmenge;DECIMAL;zzz,zzz,zz9.999;
6;Gewicht;Weight per Order Unit of Measure;E_RA_Pos.Gewicht;DECIMAL;zzz,zz9.9999;
7;Einzelpreis;Unit Price;E_RA_Pos.Einzelpreis;DECIMAL;z,zzz,zz9.99;
8;wertm R/Z;Value Discount/Surcharge 1;E_RA_Pos.Wert_RZ_1;DECIMAL;z,zzz,zz9.99-;
9;wertm R/Z 2;Value Discount/Surcharge 2;E_RA_Pos.Wert_RZ_2;DECIMAL;z,zzz,zz9.99-;
10;wm Rab-/ZuArt;Type of Value Discount/Surcharge 1;E_RA_Pos.Wert_RZ_Art_1;CHARACTER;x(3);
11;wm Rab-/ZuArt 2;Type of Value Discount/Surcharge 2;E_RA_Pos.Wert_RZ_Art_2;CHARACTER;x(3);
12;% R/Z;Percentage Discount/Surcharge 1;E_RA_Pos.proz_RZ_1;DECIMAL;-z9.99%;
13;% R/Z 2;Percentage Discount/Surcharge 2;E_RA_Pos.proz_RZ_2;DECIMAL;-z9.99%;
14;% R/Z 3;Percentage Discount/Surcharge 3;E_RA_Pos.proz_RZ_3;DECIMAL;-z9.99%;
15;% Rab-/ZuArt;Type of Percentage Discount/Surcharge 1;E_RA_Pos.proz_RZ_Art_1;CHARACTER;x(3);
16;% Rab-/ZuArt 2;Type of Percentage Discount/Surcharge 2;E_RA_Pos.proz_RZ_Art_2;CHARACTER;x(3);
17;% Rab-/ZuArt 3;Type of Percentage Discount/Surcharge 3;E_RA_Pos.proz_RZ_Art_3;CHARACTER;x(3);
18;Incoterm;Incoterm;E_RA_Pos.H_Incoterm;CHARACTER;x(3);
19;Lieferbedingung;Terms of Delivery;E_RA_Pos.H_Lieferbedingung;INTEGER;zz9;
